content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Aplikasinya sangat membantu buat memanage uang. Karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya. UI/UXnya juga nyaman bangett. Buat kalian yang mau investasi Reksadana saranku pakai aplikasi inii mantab cobain gih,5,Positif,aplikasinya sangat membantu buat memanage uang karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya uiuxnya juga nyaman bangett buat kalian yang mau investasi reksadana saranku pakai aplikasi inii mantab cobain gih,aplikasinya membantu memanage uang fitur autodebit gaakan lupa menabung investasi bulannya uiuxnya nyaman bangett investasi reksadana saranku pakai aplikasi inii mantab cobain gih,"['aplikasinya', 'membantu', 'memanage', 'uang', 'fitur', 'autodebit', 'gaakan', 'lupa', 'menabung', 'investasi', 'bulannya', 'uiuxnya', 'nyaman', 'bangett', 'investasi', 'reksadana', 'saranku', 'pakai', 'aplikasi', 'inii', 'mantab', 'cobain', 'gih']",aplikasi bantu memanage uang fitur autodebit gaakan lupa tabung investasi bulan uiuxnya nyaman bangett investasi reksadana saran pakai aplikasi ini mantab cobain gih
"Aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi online,,,aku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibit,aplikasinya oke,tampilan menarik,fitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendala,,,aplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit.",5,Positif,aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi onlineaku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibitaplikasinya oketampilan menarikfitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendalaaplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit,aplikasi yg ramai rekomendasikan utk pencinta aplikasi onlineaku udh ngerasain gimana bagus mudahnya berinvestasi pakai bibitaplikasinya oketampilan menarikfitur lengkap sistem yg bagus aplikasinya berjalan lancar kendalaaplikasi bibit mengerti kebutuhan penggunanya mudah keuntungan yg pakai bibit,"['aplikasi', 'yg', 'ramai', 'rekomendasikan', 'utk', 'pencinta', 'aplikasi', 'onlineaku', 'udh', 'ngerasain', 'gimana', 'bagus', 'mudahnya', 'berinvestasi', 'pakai', 'bibitaplikasinya', 'oketampilan', 'menarikfitur', 'lengkap', 'sistem', 'yg', 'bagus', 'aplikasinya', 'berjalan', 'lancar', 'kendalaaplikasi', 'bibit', 'mengerti', 'kebutuhan', 'penggunanya', 'mudah', 'keuntungan', 'yg', 'pakai', 'bibit']",aplikasi yg ramai rekomendasi utk cinta aplikasi onlineaku udh ngerasain gimana bagus mudah investasi pakai bibitaplikasinya oketampilan menarikfitur lengkap sistem yg bagus aplikasi jalan lancar kendalaaplikasi bibit erti butuh guna mudah untung yg pakai bibit
"Aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya, sudah terbukti aman dan juga terawasi ojk, sangat simple dan memiliki daya tarik tersendiri",5,Positif,aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya sudah terbukti aman dan juga terawasi ojk sangat simple dan memiliki daya tarik tersendiri,aplikasinya bagus pendaftarannya mudah pemula terbukti aman terawasi ojk simple memiliki daya tarik tersendiri,"['aplikasinya', 'bagus', 'pendaftarannya', 'mudah', 'pemula', 'terbukti', 'aman', 'terawasi', 'ojk', 'simple', 'memiliki', 'daya', 'tarik', 'tersendiri']",aplikasi bagus daftar mudah mula bukti aman awas ojk simple milik daya tarik sendiri
Rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat. Terus improvement ya Bibit. Terlebih improvements di bidang keamanannya.,5,Positif,rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat terus improvement ya bibit terlebih improvements di bidang keamanannya,rentang pencarian dana tabungan rekening lumayan cepat improvement ya bibit improvements bidang keamanannya,"['rentang', 'pencarian', 'dana', 'tabungan', 'rekening', 'lumayan', 'cepat', 'improvement', 'ya', 'bibit', 'improvements', 'bidang', 'keamanannya']",rentang cari dana tabung rekening lumayan cepat improvement ya bibit improvements bidang aman
Aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi. CS nya juga fast respon. Penjelasan nya lumayan mudah di pahami. Pembayaran dan pelayanan nya mudah dan cepat.,5,Positif,aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi cs nya juga fast respon penjelasan nya lumayan mudah di pahami pembayaran dan pelayanan nya mudah dan cepat,aplikasi bagus banget pemula belajar menabung berinvestasi cs nya fast respon penjelasan nya lumayan mudah pahami pembayaran pelayanan nya mudah cepat,"['aplikasi', 'bagus', 'banget', 'pemula', 'belajar', 'menabung', 'berinvestasi', 'cs', 'nya', 'fast', 'respon', 'penjelasan', 'nya', 'lumayan', 'mudah', 'pahami', 'pembayaran', 'pelayanan', 'nya', 'mudah', 'cepat']",aplikasi bagus banget mula ajar tabung investasi cs nya fast respon jelas nya lumayan mudah paham bayar layan nya mudah cepat
"Sudah saatnya Bibit memiliki mode gelap (dark mode), belum mendukung sistem navigasi android 12 sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi. padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian. Tampilan portofolio butuh dipercantik agar bisa senada dengan Android 12. Mohon dioptimalkan kembali pada android dengan prosesor exynos 9820/9825 series",1,Negatif,sudah saatnya bibit memiliki mode gelap dark mode belum mendukung sistem navigasi android  sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian tampilan portofolio butuh dipercantik agar bisa senada dengan android  mohon dioptimalkan kembali pada android dengan prosesor exynos  series,bibit memiliki mode gelap dark mode mendukung sistem navigasi android pembelian mudah aplikasi sekedar gestur membatalkan opsi pembelian tampilan portofolio butuh dipercantik senada android mohon dioptimalkan android prosesor exynos series,"['bibit', 'memiliki', 'mode', 'gelap', 'dark', 'mode', 'mendukung', 'sistem', 'navigasi', 'android', 'pembelian', 'mudah', 'aplikasi', 'sekedar', 'gestur', 'membatalkan', 'opsi', 'pembelian', 'tampilan', 'portofolio', 'butuh', 'dipercantik', 'senada', 'android', 'mohon', 'dioptimalkan', 'android', 'prosesor', 'exynos', 'series']",bibit milik mode gelap dark mode dukung sistem navigasi android beli mudah aplikasi dar gestur batal opsi beli tampil portofolio butuh cantik nada android mohon optimal android prosesor exynos series
"Aplikasi nya mudah digunakan dan bagus, cuman sangat berat dan lemot, kalah sama bareksa, pluang, dll yg lebih ringan, mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda, tp bibit lebih berat.",1,Negatif,aplikasi nya mudah digunakan dan bagus cuman sangat berat dan lemot kalah sama bareksa pluang dll yg lebih ringan mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda tp bibit lebih berat,aplikasi nya mudah bagus cuman berat lemot kalah bareksa pluang dll yg ringan mohon diperbaiki berat gitu pdhl yg uk apk nya gak beda tp bibit berat,"['aplikasi', 'nya', 'mudah', 'bagus', 'cuman', 'berat', 'lemot', 'kalah', 'bareksa', 'pluang', 'dll', 'yg', 'ringan', 'mohon', 'diperbaiki', 'berat', 'gitu', 'pdhl', 'yg', 'uk', 'apk', 'nya', 'gak', 'beda', 'tp', 'bibit', 'berat']",aplikasi nya mudah bagus cuman berat lot kalah bareksa pluang dll yg ringan mohon baik berat gitu pdhl yg uk apk nya gak beda tp bibit berat
Aplikasi tidak bisa dibuka karena Android sistem webview belum diinstal. Padahal sudah saya instal dan update aplikasi android sistem webview itu. Sudah clear cache dan restart juga. Mohon aplikasinya diperbaiki,4,Positif,aplikasi tidak bisa dibuka karena android sistem webview belum diinstal padahal sudah saya instal dan update aplikasi android sistem webview itu sudah clear cache dan restart juga mohon aplikasinya diperbaiki,aplikasi dibuka android sistem webview diinstal instal update aplikasi android sistem webview clear cache restart mohon aplikasinya diperbaiki,"['aplikasi', 'dibuka', 'android', 'sistem', 'webview', 'diinstal', 'instal', 'update', 'aplikasi', 'android', 'sistem', 'webview', 'clear', 'cache', 'restart', 'mohon', 'aplikasinya', 'diperbaiki']",aplikasi buka android sistem webview diinstal instal update aplikasi android sistem webview clear cache restart mohon aplikasi baik
"Sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal ( BITJAGO ) dan juga bisa digunakan untuk menabung walaupun nominalnya kecil,,, penjelasanya sangat mudah dipahami dan detail ,terus CS nya fast respon... Interface nya sederhana ,pembayaran nya pun mudah dan cepat",5,Positif,sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal  bitjago  dan juga bisa digunakan untuk menabung walaupun nominalnya kecil penjelasanya sangat mudah dipahami dan detail terus cs nya fast respon interface nya sederhana pembayaran nya pun mudah dan cepat,aplikasi investasi yg bagus pemula mendaftar jngn lupa referal bitjago menabung nominalnya penjelasanya mudah dipahami detail cs nya fast respon interface nya sederhana pembayaran nya mudah cepat,"['aplikasi', 'investasi', 'yg', 'bagus', 'pemula', 'mendaftar', 'jngn', 'lupa', 'referal', 'bitjago', 'menabung', 'nominalnya', 'penjelasanya', 'mudah', 'dipahami', 'detail', 'cs', 'nya', 'fast', 'respon', 'interface', 'nya', 'sederhana', 'pembayaran', 'nya', 'mudah', 'cepat']",aplikasi investasi yg bagus mula daftar jngn lupa referal bitjago tabung nominal jasa mudah paham detail cs nya fast respon interface nya sederhana bayar nya mudah cepat
Awalnya pencairan lancar waktu pertama ... skrg mau pencairan dana tiba² ada perbedaan data pada ktp dan norek ... padahal datanya keduanya sama ... terus apknya setelah di update malah reload terus ... maksudnya gimana ya??? Lumayan kan 300 ribu mau diambil ... padahal waktu itu ambil 200 ribu gk ada masalah tuh ...,1,Negatif,awalnya pencairan lancar waktu pertama  skrg mau pencairan dana tiba ada perbedaan data pada ktp dan norek  padahal datanya keduanya sama  terus apknya setelah di update malah reload terus  maksudnya gimana ya lumayan kan  ribu mau diambil  padahal waktu itu ambil  ribu gk ada masalah tuh ,pencairan lancar skrg pencairan dana perbedaan data ktp norek datanya apknya update reload maksudnya gimana ya lumayan ribu diambil ambil ribu gk tuh,"['pencairan', 'lancar', 'skrg', 'pencairan', 'dana', 'perbedaan', 'data', 'ktp', 'norek', 'datanya', 'apknya', 'update', 'reload', 'maksudnya', 'gimana', 'ya', 'lumayan', 'ribu', 'diambil', 'ambil', 'ribu', 'gk', 'tuh']",cair lancar skrg cair dana beda data ktp norek data apknya update reload maksud gimana ya lumayan ribu ambil ambil ribu gk tuh
"Pengalaman kurang nyaman saat pencairan. Sudah memang waktu pencarian lama, ditambah juga suka gak ada kabar hingga 10 hari berlalu tapi dana belum juga masuk ke rekening saya. Mesti komplain dulu baru direspon, itupun prosesnya masih bertele tele. Kalau gak mau nasabah kecewa tolong segera diperbaiki sistemnya supaya ketika melewati batas 7 hari pencarian yang dijanjikan, sistem memberikan follow up otomatis permohonan maaf karena dana masih belum dapat dicairkan ke rekening nasabah.",2,Negatif,pengalaman kurang nyaman saat pencairan sudah memang waktu pencarian lama ditambah juga suka gak ada kabar hingga  hari berlalu tapi dana belum juga masuk ke rekening saya mesti komplain dulu baru direspon itupun prosesnya masih bertele tele kalau gak mau nasabah kecewa tolong segera diperbaiki sistemnya supaya ketika melewati batas  hari pencarian yang dijanjikan sistem memberikan follow up otomatis permohonan maaf karena dana masih belum dapat dicairkan ke rekening nasabah,pengalaman nyaman pencairan pencarian ditambah suka gak kabar dana masuk rekening mesti komplain direspon itupun prosesnya bertele tele gak nasabah kecewa tolong diperbaiki sistemnya melewati batas pencarian dijanjikan sistem follow up otomatis permohonan maaf dana dicairkan rekening nasabah,"['pengalaman', 'nyaman', 'pencairan', 'pencarian', 'ditambah', 'suka', 'gak', 'kabar', 'dana', 'masuk', 'rekening', 'mesti', 'komplain', 'direspon', 'itupun', 'prosesnya', 'bertele', 'tele', 'gak', 'nasabah', 'kecewa', 'tolong', 'diperbaiki', 'sistemnya', 'melewati', 'batas', 'pencarian', 'dijanjikan', 'sistem', 'follow', 'up', 'otomatis', 'permohonan', 'maaf', 'dana', 'dicairkan', 'rekening', 'nasabah']",alam nyaman cair cari tambah suka gak kabar dana masuk rekening mesti komplain direspon itu proses tele tele gak nasabah kecewa tolong baik sistem lewat batas cari janji sistem follow up otomatis mohon maaf dana cair rekening nasabah
"Tolong diperbaiki sistemnya,masa setelah update saya gg bisa lg masuk ke aplikasi dan sudah saya clear cache juga gg ada hasilnya🙏🙏tolong dana saya aman gg itu??dan selalu alasannya jaringan saya yg bermasalah padahal buka YouTube dan aplikasi lain aman-aman saja,tolong segera perbaiki🙏🙏🙏",1,Negatif,tolong diperbaiki sistemnyamasa setelah update saya gg bisa lg masuk ke aplikasi dan sudah saya clear cache juga gg ada hasilnyatolong dana saya aman gg itudan selalu alasannya jaringan saya yg bermasalah padahal buka youtube dan aplikasi lain amanaman sajatolong segera perbaiki,tolong diperbaiki sistemnyamasa update gg lg masuk aplikasi clear cache gg hasilnyatolong dana aman gg itudan alasannya jaringan yg bermasalah buka youtube aplikasi amanaman sajatolong perbaiki,"['tolong', 'diperbaiki', 'sistemnyamasa', 'update', 'gg', 'lg', 'masuk', 'aplikasi', 'clear', 'cache', 'gg', 'hasilnyatolong', 'dana', 'aman', 'gg', 'itudan', 'alasannya', 'jaringan', 'yg', 'bermasalah', 'buka', 'youtube', 'aplikasi', 'amanaman', 'sajatolong', 'perbaiki']",tolong baik sistemnyamasa update gg lg masuk aplikasi clear cache gg hasilnyatolong dana aman gg itudan alas jaring yg masalah buka youtube aplikasi amanaman sajatolong baik
"Semuanya serba lambat,serba berbelit-belit. Pendaftaran untuk di setujui sangat sulit dan lama, begitupun untuk penjualan reksa dana nyampe butuh waktu 3 hari, potongannya juga besar lagi,pindah aja dah.",1,Negatif,semuanya serba lambatserba berbelitbelit pendaftaran untuk di setujui sangat sulit dan lama begitupun untuk penjualan reksa dana nyampe butuh waktu  hari potongannya juga besar lagipindah aja dah,serba lambatserba berbelitbelit pendaftaran setujui sulit penjualan reksa dana nyampe butuh potongannya lagipindah aja dah,"['serba', 'lambatserba', 'berbelitbelit', 'pendaftaran', 'setujui', 'sulit', 'penjualan', 'reksa', 'dana', 'nyampe', 'butuh', 'potongannya', 'lagipindah', 'aja', 'dah']",serba lambatserba berbelitbelit daftar tuju sulit jual reksa dana nyampe butuh potong lagipindah aja dah
SUMPAH ya MALING duit orang gamau bertangung jawab!! JANGAN DOWNLOAD APP BIBIT ini tukang TIPU!! Aplikasi tidak bisaa dibuka lagi!!! padahal jaringan saya bagus dan sudah diupdate berapa kali tapi kenapa koneksi tidak stabil tolong perbaiki lagii jangan mengambil milik hak orang lain atau saya laporkan kepihak berwajib sya tunggu secepatnya!!!!,1,Negatif,sumpah ya maling duit orang gamau bertangung jawab jangan download app bibit ini tukang tipu aplikasi tidak bisaa dibuka lagi padahal jaringan saya bagus dan sudah diupdate berapa kali tapi kenapa koneksi tidak stabil tolong perbaiki lagii jangan mengambil milik hak orang lain atau saya laporkan kepihak berwajib sya tunggu secepatnya,sumpah ya maling duit orang gamau bertangung download app bibit tukang tipu aplikasi bisaa dibuka jaringan bagus diupdate kali koneksi stabil tolong perbaiki lagii mengambil milik hak orang laporkan kepihak berwajib sya tunggu secepatnya,"['sumpah', 'ya', 'maling', 'duit', 'orang', 'gamau', 'bertangung', 'download', 'app', 'bibit', 'tukang', 'tipu', 'aplikasi', 'bisaa', 'dibuka', 'jaringan', 'bagus', 'diupdate', 'kali', 'koneksi', 'stabil', 'tolong', 'perbaiki', 'lagii', 'mengambil', 'milik', 'hak', 'orang', 'laporkan', 'kepihak', 'berwajib', 'sya', 'tunggu', 'secepatnya']",sumpah ya maling duit orang gamau bertangung download app bibit tukang tipu aplikasi bisaa buka jaring bagus diupdate kali koneksi stabil tolong baik lagi ambil milik hak orang lapor pihak wajib sya tunggu cepat
"mind knp semenjak update aplikasi gak bisa dibuka, jaringan nya relatif stabil untuk buka app lain bisa, giliran buka bibit malah keluar jaringan tidak stabil gimana nih udah 2 pekan gam bisa pantau..",4,Positif,mind knp semenjak update aplikasi gak bisa dibuka jaringan nya relatif stabil untuk buka app lain bisa giliran buka bibit malah keluar jaringan tidak stabil gimana nih udah  pekan gam bisa pantau,mind knp semenjak update aplikasi gak dibuka jaringan nya relatif stabil buka app giliran buka bibit jaringan stabil gimana nih udah pekan gam pantau,"['mind', 'knp', 'semenjak', 'update', 'aplikasi', 'gak', 'dibuka', 'jaringan', 'nya', 'relatif', 'stabil', 'buka', 'app', 'giliran', 'buka', 'bibit', 'jaringan', 'stabil', 'gimana', 'nih', 'udah', 'pekan', 'gam', 'pantau']",mind knp semenjak update aplikasi gak buka jaring nya relatif stabil buka app gilir buka bibit jaring stabil gimana nih udah pekan gam pantau
Terhitung 11 Hari untuk pencairan penuh tapi dipotong juga terlepas dari potongan bank lain ( entah potongan apa itu) . Yaampun lama banget. Estimasi perhitungan pencairan juga jauh. Apalagi dibagi jadi 3x pembayaran. Dan gak dijelaskan secara detail potongan pembayarannya. Defisit lah pokoknya,1,Negatif,terhitung  hari untuk pencairan penuh tapi dipotong juga terlepas dari potongan bank lain  entah potongan apa itu  yaampun lama banget estimasi perhitungan pencairan juga jauh apalagi dibagi jadi x pembayaran dan gak dijelaskan secara detail potongan pembayarannya defisit lah pokoknya,terhitung pencairan penuh dipotong terlepas potongan bank potongan yaampun banget estimasi perhitungan pencairan dibagi x pembayaran gak detail potongan pembayarannya defisit pokoknya,"['terhitung', 'pencairan', 'penuh', 'dipotong', 'terlepas', 'potongan', 'bank', 'potongan', 'yaampun', 'banget', 'estimasi', 'perhitungan', 'pencairan', 'dibagi', 'x', 'pembayaran', 'gak', 'detail', 'potongan', 'pembayarannya', 'defisit', 'pokoknya']",hitung cair penuh potong lepas potong bank potong yaampun banget estimasi hitung cair bagi x bayar gak detail potong bayar defisit pokok
"Dri awal nabung cuma naek di awal2, selang beberapa hari langsung terjun bebas. Saya tau kalo sistemnya emang ngikutin keadaan ekonomi ato apalah itu, cuma bagi saya pribadi berasa insecure kalo udh seminggu dua minggu makin minus aja, g ada admin buat kita tanya2 tren pasar yg sedang/mau kita invest. Note : Bukan buat orang yang mau nabung tapi sering membutuhkan dana darurat dr tabungan. Ini tabungan buat invest, bedakan dengan tabungan yang bisa diambil kapan saja, proses cair lama poll",1,Negatif,dri awal nabung cuma naek di awal selang beberapa hari langsung terjun bebas saya tau kalo sistemnya emang ngikutin keadaan ekonomi ato apalah itu cuma bagi saya pribadi berasa insecure kalo udh seminggu dua minggu makin minus aja g ada admin buat kita tanya tren pasar yg sedangmau kita invest note  bukan buat orang yang mau nabung tapi sering membutuhkan dana darurat dr tabungan ini tabungan buat invest bedakan dengan tabungan yang bisa diambil kapan saja proses cair lama poll,dri nabung naek selang langsung terjun bebas tau kalo sistemnya emang ngikutin ekonomi ato apalah pribadi berasa insecure kalo udh seminggu minggu minus aja g admin tren pasar yg sedangmau invest note orang nabung membutuhkan dana darurat dr tabungan tabungan invest bedakan tabungan diambil proses cair poll,"['dri', 'nabung', 'naek', 'selang', 'langsung', 'terjun', 'bebas', 'tau', 'kalo', 'sistemnya', 'emang', 'ngikutin', 'ekonomi', 'ato', 'apalah', 'pribadi', 'berasa', 'insecure', 'kalo', 'udh', 'seminggu', 'minggu', 'minus', 'aja', 'g', 'admin', 'tren', 'pasar', 'yg', 'sedangmau', 'invest', 'note', 'orang', 'nabung', 'membutuhkan', 'dana', 'darurat', 'dr', 'tabungan', 'tabungan', 'invest', 'bedakan', 'tabungan', 'diambil', 'proses', 'cair', 'poll']",dri nabung naek selang langsung terjun bebas tau kalo sistem emang ngikutin ekonomi ato apa pribadi asa insecure kalo udh minggu minggu minus aja g admin tren pasar yg sedangmau invest note orang nabung butuh dana darurat dr tabung tabung invest beda tabung ambil proses cair poll
Kenapa saya tidak bisa masuk ke akun bibit saya. Loadingnya tidak masuk. Padahal jaringan internet aman dan cepat. Sudah uninstal tapi tetap tidak bisa masuk. Minta klarifikasi dari pihak bibit. Karena ini menyangkut uang pengguna!,1,Negatif,kenapa saya tidak bisa masuk ke akun bibit saya loadingnya tidak masuk padahal jaringan internet aman dan cepat sudah uninstal tapi tetap tidak bisa masuk minta klarifikasi dari pihak bibit karena ini menyangkut uang pengguna,masuk akun bibit loadingnya masuk jaringan internet aman cepat uninstal masuk klarifikasi bibit uang pengguna,"['masuk', 'akun', 'bibit', 'loadingnya', 'masuk', 'jaringan', 'internet', 'aman', 'cepat', 'uninstal', 'masuk', 'klarifikasi', 'bibit', 'uang', 'pengguna']",masuk akun bibit loadingnya masuk jaring internet aman cepat uninstal masuk klarifikasi bibit uang guna
"Tolong sistem aplikasi nya diperbaiki. Karna jujur saya sangat tidak nyaman dengan aplikasi ini. Isinya sudah bagus,sangat menarik. Tpi kenapa saat mau login buffering terus,mau pindah ke home juga buffering. Semuanya sudah bagus,hanya saja tolong perbaiki sistem nya agar tidak lambat. Terimakasih",5,Positif,tolong sistem aplikasi nya diperbaiki karna jujur saya sangat tidak nyaman dengan aplikasi ini isinya sudah bagussangat menarik tpi kenapa saat mau login buffering terusmau pindah ke home juga buffering semuanya sudah bagushanya saja tolong perbaiki sistem nya agar tidak lambat terimakasih,tolong sistem aplikasi nya diperbaiki karna jujur nyaman aplikasi isinya bagussangat menarik tpi login buffering terusmau pindah home buffering bagushanya tolong perbaiki sistem nya lambat terimakasih,"['tolong', 'sistem', 'aplikasi', 'nya', 'diperbaiki', 'karna', 'jujur', 'nyaman', 'aplikasi', 'isinya', 'bagussangat', 'menarik', 'tpi', 'login', 'buffering', 'terusmau', 'pindah', 'home', 'buffering', 'bagushanya', 'tolong', 'perbaiki', 'sistem', 'nya', 'lambat', 'terimakasih']",tolong sistem aplikasi nya baik karna jujur nyaman aplikasi isi bagussangat tarik tpi login buffering terusmau pindah home buffering bagushanya tolong baik sistem nya lambat terimakasih
"Min, ini ko gw masuk nya lama bat loading nya, sekali masuk langsung keluar sendiri, tolong lah-_- hp sm jaringan WiFi gw baik² aja, ini gmn sih? Kenapa bisa begini coba? Nyebelin bat ih, gw uninstall aja lah",1,Negatif,min ini ko gw masuk nya lama bat loading nya sekali masuk langsung keluar sendiri tolong lah hp sm jaringan wifi gw baik aja ini gmn sih kenapa bisa begini coba nyebelin bat ih gw uninstall aja lah,min ko gw masuk nya bat loading nya masuk langsung tolong hp sm jaringan wifi gw aja gmn sih coba nyebelin bat ih gw uninstall aja,"['min', 'ko', 'gw', 'masuk', 'nya', 'bat', 'loading', 'nya', 'masuk', 'langsung', 'tolong', 'hp', 'sm', 'jaringan', 'wifi', 'gw', 'aja', 'gmn', 'sih', 'coba', 'nyebelin', 'bat', 'ih', 'gw', 'uninstall', 'aja']",min ko gw masuk nya bat loading nya masuk langsung tolong hp sm jaring wifi gw aja gmn sih coba nyebelin bat ih gw uninstall aja
"Aplikasi ngk berguna, yg di untungkan hanya pemilik aplikasinya aja, uang yg yg saya tarik aja smpe saat ini blom masuk transferanya padahal uda dua minggu, saya ingetkan kalian yg mau mencoba aplikasi ini sebaiknya jangan dicoba, karna pasti kalian menyesal",1,Negatif,aplikasi ngk berguna yg di untungkan hanya pemilik aplikasinya aja uang yg yg saya tarik aja smpe saat ini blom masuk transferanya padahal uda dua minggu saya ingetkan kalian yg mau mencoba aplikasi ini sebaiknya jangan dicoba karna pasti kalian menyesal,aplikasi ngk berguna yg untungkan pemilik aplikasinya aja uang yg yg tarik aja smpe blom masuk transferanya uda minggu ingetkan yg mencoba aplikasi dicoba karna menyesal,"['aplikasi', 'ngk', 'berguna', 'yg', 'untungkan', 'pemilik', 'aplikasinya', 'aja', 'uang', 'yg', 'yg', 'tarik', 'aja', 'smpe', 'blom', 'masuk', 'transferanya', 'uda', 'minggu', 'ingetkan', 'yg', 'mencoba', 'aplikasi', 'dicoba', 'karna', 'menyesal']",aplikasi ngk guna yg untung milik aplikasi aja uang yg yg tarik aja smpe blom masuk transferanya uda minggu ingetkan yg coba aplikasi coba karna sesal
"Mengikuti bibit itu seperti jebakan batman. Sebenarnya ga untung mlah buntung, tapi bikin penasaran. Lebih baik uang kita tabung di deposito saja, tiap bulan pasti ada bagi hasil meskipun sedikit. Saya sudah mengalami berulang kali dana minus. Taruh 1 juta eh malah kepotong . Gak cocok kayanya saya ikutan kaya gini. Tp krn penasaran, saya masih bertahan pd obligasi yg drawdownnya 0 % hahaha, entahlah , buntung tapi penasaran terus",1,Negatif,mengikuti bibit itu seperti jebakan batman sebenarnya ga untung mlah buntung tapi bikin penasaran lebih baik uang kita tabung di deposito saja tiap bulan pasti ada bagi hasil meskipun sedikit saya sudah mengalami berulang kali dana minus taruh  juta eh malah kepotong  gak cocok kayanya saya ikutan kaya gini tp krn penasaran saya masih bertahan pd obligasi yg drawdownnya   hahaha entahlah  buntung tapi penasaran terus,mengikuti bibit jebakan batman ga untung mlah buntung bikin penasaran uang tabung deposito hasil mengalami berulang kali dana minus taruh juta eh kepotong gak cocok kayanya ikutan kaya gini tp krn penasaran bertahan pd obligasi yg drawdownnya hahaha buntung penasaran,"['mengikuti', 'bibit', 'jebakan', 'batman', 'ga', 'untung', 'mlah', 'buntung', 'bikin', 'penasaran', 'uang', 'tabung', 'deposito', 'hasil', 'mengalami', 'berulang', 'kali', 'dana', 'minus', 'taruh', 'juta', 'eh', 'kepotong', 'gak', 'cocok', 'kayanya', 'ikutan', 'kaya', 'gini', 'tp', 'krn', 'penasaran', 'bertahan', 'pd', 'obligasi', 'yg', 'drawdownnya', 'hahaha', 'buntung', 'penasaran']",ikut bibit jebak batman ga untung mlah buntung bikin penasaran uang tabung deposito hasil alami ulang kali dana minus taruh juta eh potong gak cocok kaya ikut kaya gin tp krn penasaran tahan pd obligasi yg drawdownnya hahaha buntung penasaran
"Aplikasinya aneh banget masaa mau ambil uang sendiri harus nunggu lama banget. Katanya 3 hari kerja tapi ini udah mau seminggu uang saya tetap belom masuk ke rekening, padahal status nya sudah terjual. Gimana si maksudnya kok di persulit gitu??",1,Negatif,aplikasinya aneh banget masaa mau ambil uang sendiri harus nunggu lama banget katanya  hari kerja tapi ini udah mau seminggu uang saya tetap belom masuk ke rekening padahal status nya sudah terjual gimana si maksudnya kok di persulit gitu,aplikasinya aneh banget masaa ambil uang nunggu banget kerja udah seminggu uang belom masuk rekening status nya terjual gimana si maksudnya persulit gitu,"['aplikasinya', 'aneh', 'banget', 'masaa', 'ambil', 'uang', 'nunggu', 'banget', 'kerja', 'udah', 'seminggu', 'uang', 'belom', 'masuk', 'rekening', 'status', 'nya', 'terjual', 'gimana', 'si', 'maksudnya', 'persulit', 'gitu']",aplikasi aneh banget masaa ambil uang nunggu banget kerja udah minggu uang bom masuk rekening status nya jual gimana si maksud sulit gitu
