userName,score,at,content
Silvi Onnie,1,2021-11-22 10:23:56,Aplikasi jelek!semua serba lambat!entah jual ataupun beli!hampir 1 bulan uang gue belum juga cair!!nggak mau lagi gue investasi disini!nggak ada untungnya sama sekali investasi disini!rugi iya!Untung saya investasi dalam jumlah kecil!
Rhiri Margareth,1,2021-11-20 4:26:08,"Saya kasi bintang 1 dulu deh, keuntungan saya tidak bertambah padahal transaksi sudah berhasil sejak tanggal 19-11-2021. Dana pun tidak bisa ditarik kembali. Dan TIM support bibit tiba2 tidak bisa di akses... jadi Susah untuk minta penjelasan. Jadi bertanya2 Aplikasi ini maksudnya apa ya?..."
David Nababan,1,2021-11-19 3:00:13,"Aplikasi investasi data tidak akurat Ringkasan Performa Phorthopolio berubah ubah Modal investasi dan Total Pembelian sering berubah ubah dan tidak sama,tranksaksi yang sudah selesai lama dan tidak ter update,pantesan minus Mulu orang ngak di update,ketika di tanya pengecekan Mulu."
Fitria Arsita,1,2021-11-19 1:51:33,"Mending apk bibit klw blum profesional dalam menangani uang nasabahnya jangan beroperasi, penarikan lama, dana tidak sampai kerekening, bukti transfer dana tidak akurat dan tidak jelas. Untung sangat kecil yg ada buntung... Ini mah bukan apk. Investasi, yg ada menipu pihak nasabah dengan alasan dana sudah ditransfer padahal bukti transfer tidak akurat sama sekali. Harusnya ojk lebih selektif lagi dalam memberikan ijin kepada apk. Yg kurang transparan terhadap nasabah."
DEV_MD,1,2021-11-18 22:16:37,"bagaimana kita tidak ragu,, order jual/ masuk rekening saja tidak tau kapan,dari jangka waktu yang sudah ditentukan saja sudah terlewat,, bagaimana kita mau yakin apalagi investasi dalam jumlah besar,,kalau ini ada kesalahan dari systemnya mohon segera diperbaiki."
Tri Windarti Setianingsih,3,2021-11-17 17:03:51,"Maaf sebelumnya kalau memberi bintang 3 dalam ulasan ini, menurut saya aplikasi ini sangat bagus dan cocok untuk pemula banyak fitur yang mudah di pahami, namun entah kenapa aplikasi ini tidak bisa digunakan bersamaan dengan aplikasi google chrome, jadi google chrome harus di uninstall dulu baru app bibit bisa di pakai, untuk yang sering menggunakan app chrome ini sedikit mengganggu, semoga kedepannya bisa ditingkatkan lagi, terimakasih"
novan 666,4,2021-11-17 5:10:03,"Apk nya bagus sih , cmn tolong dari penjualan reksadana nya jangan terlalu lama masuk ke reqening yg d daftarinnya . 🙏🙏 Lama kelamaan nanti org"" gk nyaman pake apk ini . Tlong d diskusikan lagi 🙏🙏"
Azalea Red,1,2021-11-16 11:57:17,"Tidak bisa registrasi... Katanya data saya diktp ada yg berbeda dengan dukcapil, sudah bolak balik sy konfirmasi ke dukcapil kata dukcapil sudah sesuai, berkali2 juga kata bibit belum sesuai. Entah siapa yg benar"
Permana Bonsai,1,2021-11-16 1:15:41,"WOYY BALIKIN DUIT GUA.. Jangan pernah coba2 pakai aplikasi bibit. Proses penjualan sangat lama. Padahal di keterangannya order jual sudah berhasil, tapi uang nya tidak sampai2 ke rekening saya sudah hampir 2 minggu.. saya sangat menyesal invest di bibit. Tidak seperti aplikasi lain, proses cukup 2 hari kerja.. sangat tidak recomend banget."
Zulkifli zulkifli,1,2021-11-14 23:49:25,"Untung saya gak ikutan jd gak ada keluhan apapun, ingin dapat uang banyak ya harus kerja keras jangan berharap seperti ini, hati2 banyak penipuan berkedok investasi!!! Kalo mo investasi harus jelas perusahaannya, sdh terdaftar di pemerintah yg berbasis bisnis ini belum?! Jgn sampe kecewa gara2 ingin dpt uang yg gampang dan super instan"
Tegar Pamungkas,1,2021-11-13 6:22:34,Aplikasi scam jangan di download dana penjualan saya belum masuk padahal udah nunggu 2 minggu pas saya nanya kenapa belum masuk eehh malah suruh nanya ke bank saya... Yang belum nyoba saya saranin jangan.. Aplikasi ini sangat membahayakan untung belum banyak saya kehilangan uang!!!!!!!!!!!!!!!!!.....
Muhammad Albi Ardiansyah,1,2021-11-12 6:10:12,"Uang bisa masuk, tapi saat ditarik tidak bisa cair😂. Dan ketika ditegur selalu alasan ""untuk proses retur memakan waktu maksimal 7 hari kerja"". Tapi nyatanya sampe 1 bulan lebih belom juga cair😂 Awas hati2 aja, meskipun brand ambassadornya terkenal belum tentu aman juga gaiz. FYI😄"
Eldo Firmanda,1,2021-11-12 2:53:33,Parah.. penarikan sampai berhari hari. Padahal keterangan di aplikasi nya order jual sudah berhasil. Tapi saldo belum masuk. Kapok pake bibit. Aplikasi lain bisa penarikan hitungan menit. Di bibit bisa 2 minggu. Yh pake bibit mending cepat cepat tarik saldo nya pindahin ke reksadana lain
Yhogi Andianggara,1,2021-11-12 1:29:24,"Transaksi lewat gopay sudah sukses tapi belum masuk ke bibit, saya minta pengembalian dana butuh waktu 5 hari untuk apa aja ini ? Padahal bukti transaksi ada transaksi id dari gopay ada. Zaman sudah automation ini, ok lah gak automation tapi proses pengembalian dana pun gak ada info lebih lanjut sampai mana proses nya harus check sendiri saldo gopay sudah kembali atau belum. Transfer dan laporan tanggal 2 November sampai tanggal 12 November belim kembali. Pengurusan ke pihak payment gateway lama"
Vijal Mantovani,1,2021-11-10 14:14:26,"registrasi gagal terus foto ktp sudah cukup jelas foto selfie dengan ktp jelas ujung ujungnya gagal terus ya sudahlah kalau memang sulit untuk mendaftar saya juga belum di rugikan sama aplikasi ini masih banyak apk investasi yang lebih mudah dalam pendaftaran, pembelian maupun pencairannya."
Grace Sandi,5,2021-11-10 4:56:54,"Aplikasi yg cocok untuk pemula, design yg bagus dan ramah untuk pemula juga jd memudahkan belajar investasi. Proses pendaftaran dan option pakai Bank Jago juga sangat membantu. Selain itu dapat rekomen2 dari Robo. Kita juga bisa memulai investasi dgn menggunakan cashback dari kode referral atau cashback lainnya. Cocok untuk memulainya. Bisa pakai kode ini 3lpypmm agar dapat cashback 25.000 jadi bisa langsung memulai investasi. Thanks Bibit!"
Shielvia Hamdin,1,2021-11-09 12:02:20,Saya kecewa dengan aplikasi ini topup pakai gopay 2juta udah lebih dari 5hari dananya gak masuk ke saldo bibit tp saldo saya sudah terptong disuruh tunggu 5hari kerja katanya saldonya akan kembali tp ternyata gak jg balik...ditanya berapa lama saya harus menunggu saldp saya balik 1 cspun gak ada yang bisa jawab mereka cuma bisa blg tunggu aja. Ntah sampai kapannya cuma mereka yang th
Risa Alviani Martian,2,2021-11-09 7:34:05,Ko setiap buka aplikasi bibit ini error mulu yah pada di update udah kenapa yah tolong buat admin nya kenapa saya tidak bisa buka aplikasi bibitnya? Tolong responnya Saya kasih bintang segini dulu karna aplikasinya tiba-tiba error begini
Satrio Darma putra,5,2021-11-09 5:42:31,"Saya sangat senang bisa ketemu sama aplikasi bibit saya bisa mulai investasi mulai dari 10.000 aja udah bisa ,tapi harus diperbaiki lagi soal kecepatan penjualan biar gak bertele tele uang masuk kerekening kita mudah mudahan kedepanya diperbaiki masalah masalah seperti itu ,bagi yang baru mau gabung aplikasi bibit saya nitip kode referal :satriodp : biar dapet cashback 25.000 tanks bibit"
Asep Suherdis,3,2021-11-09 1:45:53,"Untuk berinvestasi 1 atau 2 hari sudah masuk. Tapi pencairan, membutuhkan maksimal 7 hari. 3 hari saja sudah berasa lama. Karena uangnya dibutuhkan. Saya sudah 4 hari kerja saja masih belum cair. Saya kira seperti top up bisa cepat ditangani. Ternyata sudah pengajuan lama, pencairan pun lama 😑"
Isma Rahmawati,4,2021-11-07 10:13:37,"Baru aja gabung. Gegara ga sengaja liat video diYT. Cara daftar mudah dan cepat. Untuk yang lainnya blom tau, krn baru join. Yg plg penting, pilihan modal awalnya ga gede.. Semoga bener2 sesuai yg aku lihat divideo itu.. 🤗"
Zaenur Iman,1,2021-11-05 4:02:05,"Penarikan dana lama udah nyampe 2minggu belum masuk ke rekening, disuruh cek mutasi transaksi udah saya lakuin tetep ga ada, disuruh ngirim bukti screenshot mutasi udah saya kirim loadnya lama, muter muter aja terus."
Adi Pangestu TI-BP2,4,2021-11-04 9:16:18,"Overall semua nya bagus dan mudah dimengerti, cmn yang dijadikan kendala dibagian penarikan membutuhkan wktu yang lama , dan tidak adanya fitur status perkembangan dana kita sudah cair/disalurkan atau belum ke rekening kita , mhn untuk memperbaiki lagi ya . Terimakasih"
Boelo loe,3,2021-11-03 9:13:20,Saya gagal buka Aplikasi. Aneh. Tolong diperbaiki Maa/Mba. Connection Error. Direload sampai terompet sangkakala berkumandang gagal terus sepertinya. Terimakasih.
Gilang Syawal,1,2021-11-02 11:04:19,"Ini bibit gue baru banget di-update yg terbaru 11.11 ko error' yaa, gabisa SAMBUNGIN ke gopay, terus menu utamanya kayak error' gitu ada yang sama ga si.. tolong dong informasinya"
Dheny Kw,5,2021-10-28 19:04:26,Terimakasih bibjit sudah menyediakan aplikasi dgn tema bibit investasi. Terus terang sya. Baru pertama x ini ber inves. Untk ke depanya mohon bimbingan nya. Krna sya masih pemula dan awaw
Fahri Fahri,5,2021-10-27 11:45:42,"Aplikasi paling rekomend untuk download bibit sangat cocok buat para pemula menunya sederhana dan muda di pahami ,semoga kedepan kita bisa sukses nabung bersama bibit. Trm ksih PT.BIBIT I LIKE U."
Yuslisa Mariani Amalia,1,2021-10-26 22:33:53,"Padahal baru mulai, tapi saat mau mendaftarkan akun saja sudah lama prosesnya. Terlebih kode verifikasi nya tidak dikirim-kirim. Padahal biasanya mendaftarkan akun melalui apk tidak seperti ini."
Daemon Arc,4,2021-10-26 10:38:23,"Portofolio gak akurat. Tiba² jumlahnya turun. Gaktau yg turun yg mana, yg naik yg mana. Modal investasi juga tiba² turun. Padahal dihitung manual jumlahnya sama, di riwayat transaksi juga gak ada aktivitas pengeluaran"
Annisa Setia Candra,5,2021-10-23 15:53:37,app nya mudah digunakan. bagus mudah dimengerti. coba dari jaman kuliah udah tau bibit dan sudah melek finansial pasti ga nyesel. semoga bisa jadi tempat nabung aku untuk waktu yg lama ya. terimakasih
Jaya Abadi,5,2021-10-22 2:52:11,Kode referal: dapatuangloh *dapat cb 25k 😉 Menurut saya bibit aplikasi yang bagus apalagi buat saya yang boros kalau lihat barang pengen beli terus jadi ini bisa buat pengalihan daripada buang uang buat belanja yang sebenarnya gak perlu mending ditabung 👍
Erlan Padikal,5,2021-10-22 1:23:31,"Aplikasi bibit sangat mudah untuk pemula, dengan fitur fitur yang simpel dan keren. Saya sudah mencoba sekitar 5 bulan dan hasilnya menguntungkan. Alig deh, saya bisa mendapatkan 25rb dengan menggunakan kode referral (bibitalig) cobain dehh."
Ahmad Romadoni,4,2021-10-21 10:42:56,"Untuk saat ini aplikasi ini, dalam pengelolannya bagus,cuma respon saat kita beli reksadana masih cukup lambat, kalau untuk yg lain ok lah, boleh di bilang seru juga, saya ambil investor agresif, sekali down cukup gede, tapi pas lagi up untung nya gede juga,ya mudah""an kedepannya lebih lancar dan lebih cepat saat proses pembelian reksadananya."
Fitri Fudian,3,2021-10-21 3:26:59,"Sangat disayangkan untuk tarik dana membutuhkan waktu berhari hari,nyoba nominal terendah aja butuh waktu lama,bagaimana kalau nominalnya besar dan pas kita membutuhkan dana tersebut,masa harus nunggu berhari hari...tolong di perbaiki soal sistem tarik dananya👌"
Rizky Murtadho,4,2021-10-20 7:32:42,"Selama ini sih bagus cuma pencairan nya lama banget, nunggu 7 hari dri bank kustodian. Trus nunggu lagi 7 hari baru di transfer jdi total 14 hari kurang lebih, kalo bisa prosesnya dipercepat Sama kurang update grafik, bisa 2 hari belum update kadang lebih Jangan kalah sama aplikasi sebelah"
arifianto prabowo,5,2021-10-19 0:07:19,untuk pemula yang ingin terjun dunia pasar modal lebih baik belajar dulu di reksadana. nah tempat yang bagus untuk belajar reksadana yaa di bibit. di bibit fasilitas dan fitur2 lengkap. sudah disediakan rekomendasi reksadana dari bibit.
Ayu dan Dhira,5,2021-10-18 21:48:53,"Aplikasi yg bagus, saya kasi masukan,bisa gak ya ada fitur tambahan buat setting pisahin modal dan keuntungan, supaya saya bisa narik keuntungan saja,tanpa harus menarik modal, 😂☺️☺️🙏"
Elfan Vana,5,2021-10-15 1:20:48,"Sangat membantu bagi pemula untuk coba investasi, walau dari modal 10 ribu sudah bisa menabung untuk masa depan.. Yang baru gabung dan mau dapet saldo bonus di awal bisa pakai kode referral ini ya : majukanekonomi. Salam bisnis :)"
Ahmad Ahsani Taqwiim,4,2021-10-13 11:10:25,"Sudah bagus aplikasinya, fitur juga cukup mudah, namun tolong diperbaiki sistem jualnya, saya jual pasar uang tulisanya maks 3 hari kerja, baru sampe rekening saya sekitar 10 hari. Jika bisa diperbaiki sudah lengkap bibit pokonya👍"
rockstation1717,5,2021-10-09 8:39:33,"Bagus untuk pemula, resiko sangat kecil. Aplikasi mudah digunakan. Terus berkembang. Pakai kode ini (wowcuanku) biar verifikasi cepat disetujui..❤️ Kode Referal: wowcuanku"
Aman - CaVie,5,2021-10-08 4:53:25,"Berkat aplikasi Bibit, saya jadi bisa menghilangkan kebiasaan top up game online dan bermain game. Terima kasih Bibit. yang mau dapet Cashback 25k bisa pakai code ini guys : (arima). Lumayan bisa buat nambah modal kalian di Aplikasi Bibit, Terimakasih."
Rizky Harisandi,1,2021-10-07 6:25:29,"Pencairan nya lama sekali. Maksimal katanya 3 hari kerja, pengajuan saya malah udah mau lebih dari 3 hari kerja, tapi belum cair2 juga Kalau ada yang bener2 ngandelin dari pencairan disini, jangan deh. Lama pencairan nya. Cari investasi lain saja yang pencairan nya cepat"
Putra Ramadhan,5,2021-10-06 13:23:24,"Aplikasi ini mudah digunakan, informasi yang disediakan juga lengkap, dengan interface yang enak dilihat. Buat yang mau dapat cashback jangan lupa pakai kode referal : serulhoinvestasi"
M Fiki Ardiansyah,5,2021-10-05 5:33:49,Tetap bertahan ya min untuk yang sudah bagus sekarang ini dan lebih bagus ditingkatkan lagi disegala aspeknya buat kedepannya agar selalu berinovasi juga biar konsumen semakin nyaman bertransaksi di aplikasi bibit
Bagus Dwi Susanto,4,2021-10-04 11:21:16,"Aplikasinya sangat mudah dipahami. Tapi saya punya kendala saat ingin melakukan verifikasi wajah. Karena saya menggunakan kacamata. Saya tidak bisa membaca dengan jelas instruksi (buka mulut, kedip mata, tengok kepala). Sehingga gagal terus. Mohon dikembangkan untuk diberi instruksi berupa suara. Terima kasih."
moh masfi anan yahya,5,2021-10-03 6:15:18,"Sangat rekomende untuk pemula yg mau belajar nabung dan investasi, penggunaannya sangat user frendly bagi yg sangat awam seperti saya, pelayanan juga sangat memuaskan dan fast respone apabila ada keluhan, terimakasih semoga terus selalu berkembang dan membantu para remaja untuk melek investasi semenjak dini"
Aida Azela,4,2021-09-29 15:07:04,"Aplikasi nabung reksadana yang cukup baik.. versi produk yang syariah juga ada.. tapi tidak tau kenapa akhir"" ini aplikasi bibit susah banget di buka .. hanya tampilan putih dengan tulisan bibit saja ketika di buka padahal aplikasi sudah di perbaruhi dan di instal ulang juga.. mohon kepada BIBIT untuk bisa membenahi dan meningkatkn pelayanan.. demi kenyamanan kita bersama.. terimakasih"
khoirul mawahib,4,2021-09-28 2:40:46,Ini kenapa sekarang susah buka bibit ya?? Cuma tambilan putih aja gk masuk2. Dulu gmpang2 aja masuk tapi sekarang kok susah buat masuk padahal selalu diperbaharui aplikasinya. Tolong dibantu agar lebih cepat masuk jadi gmpang untuk buka aplikasinya.
Jimmy SuLu,3,2021-09-27 2:57:27,Amplikasi setelah update malah lemot sekali dan sangat lama masuk ke amplikasi awal...utk masalah invest nya sih ok.tolong dong utk perbaikan bugs nya
Suka Kita,1,2021-09-20 21:02:37,Aplikasinya tidak akses untuk teman-teman tunanetra yang menggunakan software pembaca layar. Banyak menu tombol yang sulit di klik. Mohon perbaiki aksesibilitasnya. Sehingga support dengan TalkBack.
mochammad syahrul anam,2,2021-09-17 4:33:58,"Entah kenapa di realme xt kadang pas baru buka app sering gagal memuat, harus restart hp dulu baru normal lagi. Tapi ya ntar balik lagi gagal memuat, kudu restart hp lagi, mohon tim pengembang app bisa segera diperbaiki"
ANAIO WEAR,5,2021-09-16 13:53:16,"Aku pake bibit untuk belajar investasi udah sekitar setengah bulan, dan menurut aku aplikasi ini sangat direkomendasikan apalagi buat pemula karena mudah pemakaiannya, untuk yang baru aja gabung di bibit bisa pake kode ""untuksebuahmimpi"" untuk dapat cashback 25K"
Veed So,4,2021-09-14 2:12:07,Sangat direkomendasikan untuk anda yg ingin berinvestasi apalagi untuk pemula fiturnya memudahkan pengguna... Dan untuk admin kok akhir2 ini setelah diupdate performanya mulai lambat dan membuka aplikasi terkesan berat padahal ketika membuka aplikasi lain sangat lancar mohon ditingkatkan untuk kenyamanan pengguna
Zaky Ramadhan,1,2021-09-12 17:15:25,"Maaf untuk aplikasi bibitnya saya kasih bintang satu,saya kesini belajar untuk investasi,malahan yang konon katanya cocok buat pemula,saya kecewa terhadap apk bibit ini sekarang karena tidak bertindak cepat untuk pemulihan bug nya,, saya ingin tarik dana semuanya untuk nge klik aja tidak bisa,, untuk apk bibit sudahlah untuk sponsor nya, lebih fokuskan aja ke masalah apk dan tarik dana nya memakan 1 minggu bahkan tidak bisa dikembalikan, untuk apk bibit mohon tanggung jawabnya"
Batas Waktu,5,2021-09-12 13:32:03,"Sebenernya aku juga baru belajar investasi pakai aplikasi bibit ini, Yang aku suka dari aplikasi ini sih tampilannya mudah banget untuk dipake pemula kayak aku. Buat temen-temen yang baru mau belajar juga kayak aku, dan mau coba investasi pake aja aplikasi bibit ini. Buat yang mau pakai juga, pake kode referral dari aku ya ""untuksebuahmimpi"" biar dapet cashback 25 Ribu."
Khoirul Hapis,2,2021-09-12 13:13:54,"Assalamualaikum Saya sedikit kecewa dengan aplikasi bibit yang kurang peduli dengan Investor pemula yang melakukan investasi dibawah 500ribu, dan setiap melakukan kerja hanya sore itupun hanya 3 Menit (No Profit) sudah itu tidak dikerjakan/dibiarkan saja."
Arul putra,3,2021-09-11 10:32:41,"ini mau tanya. sampai kapan tulisannya terpotong potong ya? mau daftar tapi gak yakin dan bingung soalnya tulisannya kepotong potong gak jelas. kalau gak diperbaikin sih ya skip dulu lah, gak jelas."
RekMoVid Blogger,3,2021-09-11 4:43:35,"Saat topup deposit cepet banget di Acc,.. saat penarikan lama banget, idah gitu biaya transfernya besar banget... aduh malu dong di iklanin artis2 indonesia tapi kenyataannya tidak sesuai iklan.."
Agus Wisnu Nugroho,5,2021-09-10 6:29:41,"Sering terjadi salah update harga, ketika saya beli reksadana eh ternyata ada kesalahan update dari returnnya, tau gitu saya pilih manager investasi lain, tapi terlanjur beli gara gara tertarik sama harga yang salah update sebelumnya, yah jadinya harus jual dulu deh nunggu 7 hari lagi buat beli reksadana lain, tolong jangan sampai ada kesalahan update harga lagi karena ini sangat fatal & potensi seorang untuk menjual / membeli reksadana yang kurang tepat"
oki ardiansyah,1,2021-08-31 20:54:41,Sangat disayangkan untuk masalah penarikan sangat sangat sangat lama.. pdahal investasi nya mudah ya tpi itu dlm penarikan sangat tidak mengenakan sekali terimakasih.... Semoga dapat di perbaiki untuk kedepannya.
Fajar A Purnama,3,2021-08-31 19:47:46,"Kok aplikasinya saat dibuka gambarnya kepotong potong ya! Jadi mengganggu banget. Apakah ada bug? Mohon bantuannya min karna setiap buka jadi gak kelihatan, kepotong - potong tampilannya.. terimakasih"
"Mangsila -,-",1,2021-08-27 7:22:47,"Mau registrasi, setelah memasukan no telp, dan saya sudah dapet kode OTP melalui sms. Lah, kok macet loading di logo bibit? Padahal sinyal saya 4G, spesifikasi HP saya juga g masalah... Knp developer bibit?"
Rohmatulloh Abdussallam,5,2021-08-27 4:25:33,"Untuk developer saya mau tanya, apakah Apk bibit juga melayani lewat Telegram, soalnya ada groupnya di Telegram, tapi bedanya untuk deposit jauh lebih mahal di banding di apk nya langsung, bahkan sampai 800K untuk minimal depo"
GGC Project,1,2021-08-26 2:08:43,"Proses pencairan dana yg lama, sedangkan status order pemberitahuannya tidaj detail, setelah Order Jual berhasil (tapi dana akan di transfer sekitar 7 harian) , harusnya di status order dijelaskan juga status dana yg di transfer. Serta kepastiannya kapan. Pas di tanya hanya, jawabannya selalu cek berkala mutasi rekening Anda. SANGAT PAYAH -"
Panji maulana,5,2021-08-25 14:14:50,"Aplikasinya sangat sangat baguss, tapi sangat sangat di sayangkan pembelian dan penjualannya yang lama. Tolong d rubah supaya klo ada org yg membutuhkan untuk kepentingan mendesak bisa langsung cair"
Esti Pramesti,5,2021-08-21 13:38:59,"Sudah hampir setahun pakai aplikasi bibit.. Sejauh ini tidak ada kendala. Proses pencairan lancar dan masuk dengan jumlah yang sesuai. Ini kenapa banyak yang ngasih ulasan jelek ya padahal bagus kok, asal mengerti cara pakainya!!! Cuma saran aja kalau bisa ditambahkan fitur auto debet dari BCA.. Mudah""an kedepannya bisa bekerjasama dengan bank"" dan bisa menambahkan fitur auto debet tersebut."
Jhonathan sumampaw,4,2021-08-17 3:12:44,Aplikasinya lumayan bagus hanya kenapa saat saya sambungkan ke gopay kok g mau nyambung? Kalo bisa buat dompet sendiri aja biar lebih mudah tinggal ditranfer dari bank ke dompet dan pengguna bisa lakukan transaksi jual belinya dengan mudah. Makasih
edison siringoringo,1,2021-08-16 5:27:20,Knp aplikasinya tulisannya terpotong potong dan sebagian informasi tdk lengkap bahkan tdk ada. Saya sdh 2 kali uninstal dan instal kembali tp tetap seperti itu.
Muhammad Ardhi Ilhamulloh,5,2021-08-12 14:53:50,"Aplikasinya bagus, cuman usernya yang pekok. Investasi di sini itu harus pakai uang dingin, jangka panjang dan cenderung rewardnya kecil, kalau mau rewardnya gede judi bola aja sono."
Sandy N,5,2021-08-11 16:00:08,"Saya sudah 1 tahun lebih berinvestasi di Bibit.., semua lancar dan aman tidak ada masalah.., terkait keuntungan relatif sesuai dengan ketentuan.., Bibit adalah aplikasi investasi untuk tujuan jangka panjang.., dari pada menabung di bank konvensional lebih baik di Bibit sekaligus belajar berinvestasi reksadana yg lebih menguntungkan.., thanks Bibit.."
Lina ALN,1,2021-08-11 0:48:37,"Aplikasi saya sudah nge hank dari seminggu yang lalu, sudah komplain juga ke cs nya tapi sampai sekarang belum diperbaiki... Padahal lagi semangat semangatnya investasi nii gimana?? Mohon untuk secepatnya diperbaiki ya miin"
Me You,5,2021-08-10 8:00:12,"Apk nya mudah di gunakan dan di mengerti. Pernah kepepet ngejual juga masuk rek prosesnya cepat. Sudah beberapa bulan ini pake Bibit dan apk sebelah, semoga kedepannya bisa lebih baik lagi dan lagi.."
Anisa Aryan Nabilah,1,2021-08-09 6:32:05,"Agak kecewa sih Dengan bibit , jual nya dapat potonga yang besar sekitar 2500-6000 sedangkan pembelian gratis, enggak dapat untung malahan rugi besar untuk mendapatkan 2500 itu beberapa harian bisa sampai seminggu atau lebih dari seminggu, kalau bisa potongan nya dikecilkan nih, katanya investasi sangat menguntungkan mana menguntungkan malahan dapat rugi. Kecewa sih"
R Misbahul Fajri,5,2021-08-02 15:27:30,Akan lebih bagus ada finger lock bukan pin terus supaya menambah rasa nyaman akun kita di bobol orang tidak bertanggung jawab dan tambahkan pembayaran metode lain agar promo cashback makin banyak dan lebih banyak juga yang pakai 🤩🤩🥰🥰🙏
Alfirnando Febrian,4,2021-08-01 23:50:14,"Aplikasi bibitku kok gambarnya terpotong potong dan terpisah, jadi tidak bisa membacanya dengan jelas , mohon perbaiki aplikasinya kembali"
Harun Ar Rasyid,4,2021-07-31 11:47:43,"Saya menyarankan agar Bibit dapat menambah jenis metode pembayaran, yaitu melalui OVO. Karena pasti ada kemungkinan pengguna aplikasi Bibit yang sebenarnya lebih sering menggunakan OVO dibanding aplikasi uang digital atau e-banking lainnya. Juga diharapkan untuk pembelian melalui OVO juga sama seperti metode pembayaran lainnya, yaitu bebas harga potongan. Terima kasih."
andono kusuma jati,1,2021-07-30 17:17:30,"Saya mau delete akun tidak bisa. Saya tidak percaya kapabilitas aplikasi ini dari serangan pencurian data. Ada rekening saya, alamat, KTP dan foto KTP saya. Saya tahu big data pelanggan itu mahal. Tapi bila anda bertanggung jawab, munculkan opsi delete akun. Sudah banyak yang merasa tidak nyaman. Jangan sampai sudah kasus data jebol seperti bpjs baru panik"
Nursaadah -,2,2021-07-30 8:07:32,Gak bisa daftar sama sekali karena tampilannya eror ini bagaimana ya aku brlum daftar si cuman d tampilan awalnya saja suda meragukan istilahnya kita mau investasi di apk yg kualitasnya masih eror kayak gini. Sayang banget
irfan_ad6,5,2021-07-27 17:49:31,"Aplikasi ini sudah terbukti terpercaya, saya sudah 4 bulan invest di bibit dan saya jual lagi, cepat dan langsung masuk rekening... Owh yha min cuma Bisa ditambahi lagi investasi nya tidak hanya Reksadana namun juga bisa di kasih fitur investasi emas, investasi bitcoin... Bisa di upgrade lebih baik lagi dan ditambahkan fitur-fitur nya min... Dari semua sudah okk, sara saya tadi kasih tambahan fitur-fitur baru ... terimakasih 😁🙏"
Dhika Uchiha,1,2021-07-27 14:07:53,Awalnya sih bagus bibit ya recomended lah utk pemula... Tapi kenapa makin ke sini tampilannya makin acak kadut ???? Klo gini trus bibit bakalan ditinggal sama penggunanya dan pindah ke aplikasi sebelah yg lebih bagus...
RiezT T.S.R,2,2021-07-27 0:55:03,"Di hp redmi yg baru aja di update os nya, Kok sekarang gak bisa masuk aplikasi? Langsung ke tutup aplikasinya setelah memasukkan pin. Mohon di perbaiki"
Diva Amalia Shahab,1,2021-07-26 12:40:29,"Jelek banget, tampilannya error, jadi susah mau ngapa2in dan bikin ga nyaman. Kalau sdh bagus bakal saya ubah bintangnya. Cepat perbaiki ya"
Estrada Sandi,5,2021-07-25 9:01:56,"Aplikasi reksadan paling bagus, sangat mudah digunakan. Banyak pembelajaran dari sistem yang mudah untuk dipahami. Untuk yang butuh kode referal bisa gunakan ini "" whatbibit "". Terimakasih"
Alice,3,2021-07-23 9:20:49,"Fitur robot investasinya bagus, yang membuat kecewa cuma error tampilan aplikasinya tidak ada perbaikan sama sekali, bahkan sekarang membuka situs via opera mini juga mengalami tampilan error. Benar-benar membuat investasi di bibit menjadi ragu"
Andika Syahputra,4,2021-07-21 4:30:31,"Senang karena ada live chat di app nya ga kaya toko sebelah. Jadi memudahkan pengguna baru. Mudah juga masuk grup telegramnya, jadi bisa belajar.. Good job bibit"
Samuel Slamet Purwanto,3,2021-07-21 2:15:39,Aplikasinya masih ada bug untuk android versi 9 di sebagian tampilan seperti ada bagian yang belum muncul dan pengulangan gambar yang sama.. tolong di perbaiki agar saya juga bisa mengunakan aplikasi ini juga
Lionel Chilton,5,2021-07-15 10:45:57,"Aplikasi yang bermanfaat bagi saya yang pemula dalam dunia reksadana,karena mudah dimengerti. Dan sangat cocok untuk saya yang ingin berinvestasi dalam jangka panjang. ;)"
Aris Manik,1,2021-07-12 10:40:41,"Sangat amat tidak rekomendasi, penjualan Reksadana gk jelas. saya sudah menjual saham BNI Asset Management, PT dengan harga Rp 59.606 dan pada aplikasi di buat order jual berhasil, kemudian saya cek rekening saya yg masuk cuma Rp 7.507. Bukti screenshot dan mutasi rekening ada Dan dikatakan pihak bibit yg cair itu pasar uang, tp di aplikasi pasar uang belum cair.."
Xtion Play,3,2021-07-08 15:32:37,"Sistemnya udah bagus, udah ada ojk juga, tapi kenapa aku masuk app harus restart hp dulu ya? Awal-awal sih nggak masalah, tapi makin kesini makin ngeselin, tolong dong diperbaiki. Aku tau harus di restar dari app sebelah lagi, bibit nggak pernah balas masalah kayak gini"
Ikhwanul fadli,4,2021-07-08 8:06:20,Semua fitur-fitur nya sudah nyaman. Yang harus diperbaiki menurut saya yaitu tolong filter reksadana tetap ada setelah kita keluar dari melihat detil reksadana
