userName,score,at,content
Arfan Tryastianto,3,2021-05-04 03:54:39,"Setelah di update kok ga bisa masuk "" kamu tidak memiliki koneksi internet "" padahal sinyal full pas update juga lancar."
Fauzi Ilyas,3,2021-05-03 21:30:24,"Fitur ubah email, saat setelah kirim kode verifikasi berubah tampilan masukkan kode verifikasi, kita langsung buka email di hp, gitu kembali ke app bareksa tampilannya kembali lagi menu ubah email seharusnyakan tetap di menu masukkan kode verifikasi."
Yurika Ruzaghi,4,2021-05-03 14:15:48,"Kenapa proses pembeliannya lama banget,,, biasanya gak sampai 2 hari. Ini sudah mau 3hari. Saya sudah percayakan disini, tapi kenapa gini. Tolong segera diperbaiki."
gaemgyu cho,1,2021-04-29 20:59:58,"Aplikasi error mulu. Ketika dibuka cuma kedip2 di logo awal, padahal udah update , internet stabil :("
Teguh Triprasetya,1,2021-04-29 02:55:17,Untuk update terakhir masih ga bisa untuk upload KTP saat daftar. Tolong diperbaiki. Saya sudah email cs tpi ngga ada jawaban sampai sekarang
alfan bagus,1,2021-04-28 17:15:22,Malam. Maaf mau ty. Aplikasi Bareksa ini kenapa ya. Saya ngk bisa masuk aplikasi Error. Udah saya update padahal. Dan mau ty saya mau lakukan penjual by web Bareksa juga masukin kode otp Sdh bener tapi kok terinfo salah. Bagaimana ini ... Mohon bantuannya ... Terima kasih ...
Kusnan Irawanto,2,2021-04-27 10:50:20,"Tolong untuk promo seperti #menangbanyak dan sejenisnya, pemenang menggunakan aturan diundi, jgn pakai pembelian terbanyak, karena jujur aja malah membuat malas untuk ikutan, pada akhirnya hadian kembali ke ""yang punya duit banyak""."
Amri Sianturi,5,2021-04-25 00:54:11,"Untuk produk reksa nya juara deh, banyak pilihan & ga banyak aplikasi sejenis yg ada sbn nya. Yg kurang tinggal emas, crypto & asuransi invest nya. Mudah2an cepet terkabul"
Gedoo O,4,2021-04-24 22:47:37,"Akun saya yg lama kenapa tidak bisa di buka.. buat baru nik sidah terdaftar.. bagaimana caranya agar akun saya bisa di gunakan kembali, Alhamdulillah sudah bisa aktif lagi, dan mulai dari awal"
Sla Isla,5,2021-04-21 16:34:51,"Cara investasi untuk pemula, salah satunya di bareksa. Gak harus jadi kaya dulu baru berinvestasi. Semua kalangan bisa. Buat dirimu seperta setara"
Ardhan Castro,1,2021-04-19 17:13:43,"dlu memang benar keuntungan bisa mencapai 6.25 %pertahun., tapi semakin hari persentase nya semakin turun, setiap hari turun trus persentase keuntungan nya, skrg cm 5.3%, gak menutup kemungkinan tahun depan menjadi cm 4%,."
ono nyunda,1,2021-04-16 12:52:55,"Msh newbie investasi. Udah instal, verifikasi email tak kunjung msk 24 jam lebih. Karna itu tuk smntara saya uninstall drpada nambah beban kapasitas HP"
hehehe abcde,5,2021-04-15 05:35:03,"Sangat rekomendasi aplikasi investasi nya ,sangat mudah di fahami cara kerja ,dan yg ngk kalah pentingnya untuk pencairan termasuk cepat hanya butuh 3 hari dari hari H -, cs nya juga ramah , walaupun rada telat blz email nya ,tapi untuk semuanya mantap"
PANJI,5,2021-04-14 06:39:39,Mantab bosss. Sekarang top up bisa lewat link aja. Jadi mudah dan gratis... Terimakasih bareksa 👍👍👍👍
Nafiri Kasih,3,2021-04-13 06:42:31,"Cukup *** dulu ya,soalnnya keluhan saya untuk penggantian alamat email yang terlanjur daftar di akun bareksa,solusinya kurang memuaskan.Seharusnya pihak bareksa memberi kemudahan untuk investor yang terlanjur beli reksadananya dari situs lapak lain dengan alamat email yang berbeda."
Indra Sepentri Widianto,1,2021-04-12 10:29:19,"Kasih bintang satu dulu, proses pembelian lama banget udah 5 hari ga masuk. Katanya maks 2 hari. Tolong di percepat."
Rahmadani,5,2021-04-12 10:24:49,Baik dalam segi pembayaran ada sekarang nambah lagi metodenya. Terus dari segi cs nya juga baik dilaporkan agak sore beberapa jam kemudian waktu sore nya eh udah beres.
thirtajhaya arul,5,2021-04-10 03:26:22,Aplikasi sangat di percaya ojk dan jujur. Namun sering macet login nya dan plus minusnya di saat saat update apk bareksa harus butuh korban dari ram
Didi Gunawan,5,2021-04-09 23:26:38,Sudah cukup baik jika boleh saran untuk layanan costumer service bisa langsung di aplikasi saja jadi ngga usah repot2 chat melalui email
Muhammad Supriyadi,5,2021-04-08 05:57:06,"Tampilan user friendly, untuk transaksi sangat mudah dan tolong untuk penyelesaian transaksi reksadananya di persingkat .."
SEEKYOURGOD,5,2021-04-05 06:54:20,"sudah beberapa minggu ini ada update app, namun auto keluar dari app, dan mau login tidak bisa, data login tidak terekam ( alias kosong) mohon di tindak lanjuti bos admin"
muhammad setiawan,3,2021-04-03 03:23:04,Sebenarnya suka sama ni app.. Cuman lelet depo dan wdnya.. Harus nunggu berhari2 jd kehilangan momen.. Padahal ini jaman udah canggih.. Kok masih lelet kayak kura2
Teguh Arinto,1,2021-04-02 11:28:56,Nama sudah sesuai e-KTP masih aja gagal berkali2.. ribet proses daftar verifikasi bareksanya. Di app Bibit aja cepet verifikasinya. Di Bareksa gagal terus. auto uninstall
Gita Lara Pusvitasari,2,2021-03-31 05:44:04,"Dari tanggal 23 maret, status masih tertunda, masih verifikasi email, tapi cek email ngga ada email masuk apapun."
Reti,5,2021-03-29 07:56:10,"Customer Service cukup responsif, sudah membantu. Terus tingkatkan pelayanan, terimakasih Bareksa."
Bayu Rp,5,2021-03-28 22:00:28,"mohon perbaiki masalah scroll pada menu produk, karena sangat mudah tergeser"
secret virtual,5,2021-03-28 06:51:16,"Bagus cuma menu nya terlalu responsif ke kanan sama kiri, kl mau scroll ke bawah harus ditekan lebih kuat semoga diperbaiki kedepannnya"
mei anjar,4,2021-03-25 14:22:40,"Sama seperti masukan sebelumnya. Sensitifitas aplikasi tolong dikurangi. Soalnya sekarang kok sering tiba-tiba kegeser ke pasar uang, kegeser ke saham, pokoknya kegeser-geser pilihan produknya. Jadi susah buat scrol-scrol ke atas/ke bawah. Padahal dulu nggak kayak gini deh...."
Yohanes Permana,4,2021-03-25 12:17:10,"Lebih fleksibel untuk beli dan jual, waktu proses nya terlalu lama, saya merasa di bingungkan dengan harga jual dan beli nya. Kalau bisa 1 hari kerja sudah bisa selesai proses nya agar lebih fleksibel"
Bernadi Kuswara,5,2021-03-24 16:52:15,"Tolong kasih pilihan untuk pencairan dana dikasih pilihan, mau dimasukkan dalam rekening penampungan investor yg dibuat oleh Bareksa atau rekening pribadi. Jadi jika mau beli instrument lain lagi tdk perlu transfer dr rekening pribadi biar verifikasinya cepat."
Anastasya Andriani,4,2021-03-24 05:53:08,"Halo. Permisi kak, sebelumnya saya suka dengan aplikasi ini dibanding aplikasi yg sejenis. App cukup userfriendly, hanya saja fitur pembayaran kurang variatif. barangkali bisa menambah fitur pembayarannya misal menggunakan linkaja dll ya kak. Terimakasih"
AGAN GAMING,1,2021-03-23 15:07:12,Setelah di update jadi ngaco gini min bug nya jadi susah pilih invest sahamnya . . . Tolong di perbaiki lagi min bugnya . . .
Haris Fadillah,4,2021-03-23 01:39:21,"sedikit masukan, mengenai sensitifitas pada aplikasi ini terlalu tinggi. Gak sengaja kegeser ke kanan atau ke kiri sedikit langsung pindah ke tampilan lainnya. Pada hal mau liat menu tampilan yg ada di pasar reksadana, contoh pasar saham, kalau tidak berhati-hati langsung ke menu pasar lainnya. Pada hal masih ingin liat harga reksadana di pasar saham yg ada di bagian bawah, malah beralih ke menu pasar lainnya. Mohon untuk dikurangi sedikit sensitifitasnya agar tidak terlalu mudah berpindah menu."
ahmad lutfi,5,2021-03-20 00:29:41,"Mantap, aplikasi investasi yg sangat mudah tapi saran saya tambahkan fitur robo, dan fitur saldo tidak terlihat terima kasih bareksa sudah membuat saya rajin berinvestasi untuk masa depan."
Rony Wiranto,1,2021-03-17 03:29:31,Kenapa pas mau registrasi bikin baru selalu error ya waktu mau masukin nama bank sama no rekeningnya? Udah dicoba berkali-kali mohon solusinya trims
Bagus Sugyarto,4,2021-03-16 07:59:58,Harga skrg updatenya telat sehari ya mesti.. trus klo mau beli ikut harga yg mana.. lha yg di lihat hrga hari sebelumnya.. apakah bisa update realtime sesuai harinya ya.
Bella Ella,5,2021-03-15 13:48:55,"Aplikasi nya sebenarnya bagus,Tapi baiknya lebih ditingkatkan lagi Min,sy beli reksa dana lama prosesnya.. Terus waktu Registrasinya lumayan lama juga dan untuk pembayaran pake dompet digitalnya tambah lagi ,Gopay,Dana,shopeePay,Linkaja,Doku Belum Tersedia,Terus lebih Mantap lagi kalau Gak ada Biaya Admin nya😁 Soalnya diAplikasi sebelah pembayaran pake Virtual Account dan Dompet Digital gak ada Biaya admin / Gratis 🙏😁"
brian arizaldi,2,2021-03-15 07:34:04,"Proses pembelian reksa dana memakan waktu 2 hari, itu sangat lama sekali dibandingkan aplikasi lainnya. Bareksa kurang gesit Masalah ini."
Fadly 007,3,2021-03-15 04:51:54,Produk investasi banyak pilihan. Cukup menarik. Tapi proses beli jual harusnya dipercepat. Jng berhari2. Jadi harga unit yg dibeli atau dijual sdh pasti. Tidak tunggu lama. Harga unit bisa berubah lagi. Bisa merugikan investor. Harap ditingkatkan kinerjanya. Terima kasih.
Zaldhy Alvarizi Ramadhan,1,2021-03-14 20:59:22,"Pegawai/Csnya Low respon,sistem verifkasi nya membutuhkan waktu yg sangat lama!!! Pembacaan sistemnya buruk sekali"
Nury Endang,2,2021-03-10 08:26:27,"Ini kenapa sya udh login di aplikasi tiba"" keluar sendri dan gak bisa masuk lagi padahal sudah masukin email dan pasword yg benar"
Haryo Jayeng Rono,5,2021-03-06 18:29:27,"Setelah update otomatis versi terbaru tgl 22 juni, tidak bs masuk/login. Sudah dicoba beberapa kali login bahkan instal ulang tdk bisa. Padahal selama ini lancar2 saja dan cukup memuaskan. Mohon apps diperbaiki."
haerullah haerul,3,2021-03-04 08:35:35,"Aplikasi nya bagus cuma yg kurang tidak ada pembayaran melalui dompet digital seperti Dana,linkaja,gopay kalo di tambahkan pasti akan lebih menggoda investor pemula"
Hendri Darmawan,2,2021-03-03 22:41:24,"Sebenarnya si bagusss , tapi ada biaya penarikan kalau beda bankk Terus topup pun ada biayanya Mending pindah ke Tokopedia aja yg gak ada biaya penarikan"
LD SAMSUNG,5,2021-03-02 02:01:26,"Meskipun tidak ada fitur switch produk, penggunaan bareksa lebih simple dan mudah untuk para pemula yang mau berinvestasi"
montez qiu,1,2021-02-27 13:15:52,Sulit daftar nya 4x pas stuck di pendaftaran rekening bank. Ga bs proses. Auto unistal
Bintoro Anggara,4,2021-02-26 22:23:50,"Bagus tapi transaksi lama mesti tunggu & aplikasi mesti update terus, kita tdk dikasih tau keuntungan yg mungkin kita dptkan"
Linara Madu,2,2021-02-25 23:45:48,Pegen punya investasi tp tdk berhsl daftar katanya data tdk sesuai dan sampe skrg perbaikan data belum terverifikasi.Aku ksh bintang 2 dulu nnt sdh berhsl aku rubah lg.
A A P,5,2021-02-25 23:39:53,"Edit : PIN sudah bisa digunakan, tinggal Fingerprint yang belum Edit 2 : semua sudah perfect! Thanks Bareksa!!!"
Tika Samosir,5,2021-02-24 11:07:50,"Seneng berinvestasi di Bareksa, selain imbalannya besar, tersedia produk reksadana yang portofolio nya sangat bagus. Tersedia jangka pendek dan jangka panjang."
Arkian Widi,5,2021-02-24 09:49:20,"mantaap, fitur dan navigasinya lengkap, barusan juga cek di app ovo, udh ada fitur investasi di bareksa, makin mudah dan terintegrasi"
VHA ranie,5,2021-02-24 03:22:28,"Saya sangat tertarik buat berinvestasi. Sebagai pemula, tentunya bakalan bingung untuk mulainya darimana. bersyukur banget bisa ketemu sama Bareksa ini. Semua sosial medianya aktif, fast respon dan semua informasi bisa kita dapatkan disana. Thx ya, walaupun masih main yang kecil², semoga bisa naik tingkat dengan beli inves yg lebih besar, biar cuan 😀"
Christian Aldy,3,2021-02-24 03:03:24,"Saya update aplikasinya tapi ga bsa cek bagian SBN, ketika di klik malah harus registrasi ulang, apa sedang terjadi kendala?"
Cahyadi Slamet,1,2021-02-24 00:20:42,"Kok jadi gak bisa masuk halaman SBN, pilihannya cuma mulai investasi dan pelajari dulu.. masa iya harus registrasi lagi.. gimana nih"
Hamida FajeriHaiyasa,5,2021-02-22 07:25:04,"Tampilannya udah user friendly sih, tp saran sih lebih di sempurna biar kita semangat nabung reksadannya"
Anda Saskia,5,2021-02-20 09:02:39,"Dilihat dari aplikasinya, Bareksa ini, milenial sekali dengan banyak pilihan, sehingga memudahkan calon investor, untuk memilih rencana investasi yang diinginkan. Tampilannya juga bagus dan tak membingungkan. Kalau kalian sudah punya dana dingin, mesti segera investasi di Bareksa, ya."
"Mblink ,",4,2021-02-19 08:51:14,Adain keranjang belanjanya dong. Biar bisa beli lebih dari 1 dengan sekali bayar. Thanks
Ririn Wandes,5,2021-02-16 03:33:07,Aplikasi yang menarik dan bagus bisa berinvestasi nambah cuan juga disini. Mudah digunakan aplikasinya dan cocok untuk para pemula.
Talif,5,2021-02-16 03:11:18,"Aplikasi nya simpel dan mempermudah dalam menentukan Reksadana yang diinginkan. Ada fitur comparenya juga, jadi ada gambaran kalau bingung menentukan MI."
pipit sri wahyuni,5,2021-02-10 03:13:12,"Setelah diupdate aplikasi nya saya jd tdk bsa log in ,tipe hp vivo y71,pdhl sblmnya lncar, sdh diinstal ulang ttap tdk bsa log in, mhon bntuan nya,trm ksih"
19-004Joey fernanda,5,2021-02-02 02:18:10,"Lumayan mudah untuk beli reksa dana Hanya saja saat saya mencoba invest 25 jt , blm ada virtual account , jadi agak ribet kalau harus foto bukti transfer manual , smoga bareksa bisa buat virtual account untuk pembayaran via atm.. suapaya lebih simpel dan aman Sekarang sudah ada virtual thanks bareksa.. nice development 🎊🎊🎊🎊🎊🎊🎊🎊🔥🔥🔥💥💥💥💥💥"
Anton nissya,5,2021-01-30 00:55:52,"Sy pengguna bareksa buat reksadana, SUN dan ORI..Selama ini belum pernah mengecewakan...pencairan cepat sesuai komitmen..."
Amie Muzammil,5,2021-01-28 15:46:06,"Bareksa, buat ahli waris donk.. kyk aplikasi sebelah.. biar aman dan nyaman.. thanks bareksa.."
Reinaldo Agustio,5,2021-01-27 17:50:52,"Investasi reksadana jadi sangat mudah, aplikasi yg bagus.. cuma klw bisa ditambah lagi cara bayarnya jd bisa pakai gopay, linkaja, dana, shopee pay, supaya lbh flexible lagi cara bayarnya.. skrg udh bisa bayar paka VA tp koq kena biaya ya? Klw di B*b*t bayar pakai VA gratis nggak kena biaya loh.."
Sofyan Utama,3,2021-01-27 10:19:39,"tidak bisa registrasi akun baru, stuck di mengisi password di klik lanjut ada pop up koneksi server terputus. tolong segera diperbaiki"
Fajar Hanif,3,2021-01-26 05:43:33,"Tolong sistem pembayarannya ditambah lagi, kalo ga hapus aja deskripsi di aplikasi yg ""investasi semudah belanja online"" Ditambah yg universal dong kayak shopepay/gopay, masa harus tranfer manual juga upload bukti transfer segala"
Mentari Ardini,4,2021-01-22 04:26:44,"Aplikasinya sudah cukup bagus, memadai untuk pemula. Semoga kedepannya makin bagus. Dan saya mau bertanya. .untuk nomor handphone yg terdaftar apakah bisa diganti? Terima kasih"
R. Surya Mahesa,5,2021-01-21 23:43:32,"Pelayanan CS BAREKSA sangat sempurna. Walaupun ada masalah saat menggunakan apps BAREKSA, CS BAREKSA dapat memberikan solusi serta tim IT yg sangat responsif. Sukses terus untuk BAREKSA. Kaum milenial yang mau investasi Reksadana, ga ribet (semua digital), pelayanan CS sempurna ya di BAREKSA. Ga perlu ragu..."
Exo Ghello,1,2021-01-21 08:13:51,"Kok saya mau daftar susah amat susah 3 hari, masa harus pilih referensi tentang barekasa maksudnya apa iya? sudah saya cek semuanya tapi ttp aja muncul itu itu terus Jadi saya kadih bintang satu dulu iya. Mohon keterangannya atau jawabannya"
B.b nana,1,2021-01-21 04:24:20,"Penarikan dana kena cas 3.500/transaksi.. Blm d tambah pencairan 6 hari.. Ini sih lama bgt, biasanya cair dlm beberapa menit doang klo d plikasi lain.. Proses tarik dana dan uninstal deh.."
Lutfi Burhananda,2,2021-01-20 09:22:18,Kurang transparan dengan cashback. Dana udah di-hold sampai tanggal sesuai persyaratan tapi tidak ada update penerima cashback.
Dimboy,1,2021-01-19 20:34:42,"Transfer virtual account sekarang ada biaya pembayaran, waaw . Update grafik dulu gak ada perharinya, sekarang ada tapi ngikutin kaya bibit, CS supportnya kaya ngobrol sama Robot, bareksa lebih lama bukannya yg ngasih inovasi malah ketinggalan sama bibit . Tarik dana semua lari ke bibit lah"
Risman Firdaus,1,2021-01-19 06:48:52,"Sudah 5 kali lebih saya daftar akun dan masih tetap permasalahan nya pas masukin nama bank , mungkin versinya harus di update, eh ternyata setelah di update , tetep sama susah masukin nama bank , tolong dong di bantu"
Raider Comand,3,2021-01-18 13:59:56,Halo min mohon kalo bisa tambahkan metode pembayarannya supaya bisa bayar menggunakan aplikasi DANA karena saya tidak punya VA dan supaya lebih gampang juga dalam transaksi kalo menggunakan DANA/Link Aja.
vanie yelti,5,2021-01-17 10:22:08,"Goodddddd banget! Admin fastrespon di fb, trus pembayaran juga mudah. Thanks. Lebih baik lagi yaa bareksa ❤"
muhammad ali Husein,5,2021-01-17 08:19:26,Tepat 1 tahun menggunakan apk ini. Bagus utk pemula menjadi level middle dan seterusnya. Layanan CS via wa fast resoon dan ramah serta solutif.
oktaviani putri,4,2021-01-16 21:59:49,"Suka bgt penampilan terbarunya, di menu portofolio deskripsi fund nya detail bgt, ada simulasinya lg, terus tingkatkan.. Untuk pembelian mohon ditingkatkan lg untuk kecepatan transaksinya,"
Bay Nong,5,2021-01-16 16:04:43,bagus utk pemula. bahasanya sederhana & mudah dipahami. terima kasih bareksa
Ahmad Fahrozi,1,2021-01-16 04:34:21,Mau daftar saja dipersulit. Padahal data diri benar. Tapi tidak diterima. Gak kyk apps sebelah mudah daftarnya.
Opr United,4,2021-01-16 01:24:57,"Di portofolio, link reksadana kok jadi tidak berfungsi, kemunduran namanya. Tlg aktifkan link seperti sedia kala untuk melihat info detail setiap portofolio. Update sdh berfungsi, thanks."
Muhammadaidil Aidil,4,2021-01-14 11:37:33,"Aplikasinya lumayan bagus, tapi kalau bisa manajemen pasar uang nya ditambah."
Gandu Firman,1,2021-01-14 05:44:26,"Layanan cs nya kurang memuaskan, lama respon dan sekali respon jawabanya berulang2,, kurang ramah cs nya.. terlalu tegas dan seperti orang yang sombong gitu jawabnya.. menurut saya sepertinya ini tidak cocok buat yang awam atau yang berpendidikan rendah,, 😥😥"
Wiha Nurtakim,2,2021-01-13 07:46:43,"Saya melakukan pembelian produk menggunakan ovo, pas saya bayar pas waktunya habis ( hanya diberi waktu 55 detik). Sekarang status di bareksa pembayaran belum berhasil tapi saldo ovo saya sudah berkurang."
"Nashir m,ruddin",5,2021-01-12 18:43:38,"Aplikasi Reksadana yg bagus dan top u/ pemula seperti saya. Kapan nih Bareksa tambahin fitur switching Reksadana kayak apk sebelah, pasti lebih keren lagi...👍☺️"
Sera Rahma,1,2021-01-10 22:26:29,"Masih belum bagus aplikasinya. Tolong ditingkatkan lagi agar aplikasi lebih mudah digunakan dan lebih efisien. Semoga aplikasi ini bisa sekelas dengan aplikasi shopee, grab, atau pun gojek yang dapat menerima dan mengembalikan dana lebih cepat. Apalagi saat pembelian ditolak, seharusnya dana kembali ke rekening secara otomati. TIDAK PERLU PENGAJUAN DAN MEMAKAN WAKTU LAMA (7 HARI KERJA) SANGAT MENRUGIKAN."
Gustiawan Maula Rizki,5,2021-01-10 04:12:24,Informasi dan Transaksi yang mudah dipahami. Terimakasih Bareksa. Tingkatkan kualitas keamanan dan informasinya
Yulianawati Martha,3,2021-01-08 13:04:45,"Kenapa sekarang tidak bisa lihat grafik reksadana di portofolio ya? Jadi kalau mau lihat grafiknya harus cari dulu di pencarian reksadananya, tidak bisa langsung dari portofolio. Padahal dulu bisa. Apakah sekarang ada perubahan fitur sehingga di portofolio tidak bisa melihat grafik perkembangan reksadananya?"
Nafi Projo,5,2021-01-08 08:59:19,"Dear admin Tolong donk, di menu portofolio, pas klik nama reksadana bisa lari ke detil reksadananya Biar gampang mantau pergerakan, seperti versi sebelumnya Tks"
Usada Niskala,3,2021-01-06 08:52:05,"Untuk semuanya sudah baik, tapi jika di tambah lagi dengan fitur atur jual otomatis di akun bareksa, pasti investor akan lebih tenang dan tidak perlu kawatir lagi dalam berinvestasi."
Alfi Wang,2,2021-01-06 08:03:47,"Aplikasi mohon diperbaiki, mau daftar kok muncul nomornya nomor HP lama dan gk bisa diubah."
Hamy Prasetyo,5,2021-01-05 00:00:19,"Saya sudah daftar berkali kali tapi kok gak ada respon ya ? Udah ditunggu beberapa hari akunnya nggak aktif. Just info, saya sudah terdaftar di bukareksa Bukalapak.."
Akhmad Rois,4,2021-01-04 01:58:28,"Kenapa aplikasi ""koneksi terputus terus"" ? Gak bisa ngapa2in..??? + sementara ini sdh lancar"
Kang Gabut,1,2021-01-03 13:46:12,"Ini kenapa,aku beli Reksadana kok tulisan nya masih di proses mulu,udah seminggu lebih,kecewa"
Suwardy Wijaya,5,2021-01-01 23:54:01,"Tampilannya udh mulai bagus, saran fiturnya dikembangkan lagi dan tampilanna lebih diperbagus lagi 😁😁😁 terima kasih"
nike wk,4,2020-12-31 09:20:51,"Mhn info untuk membeli emas di bareksa di klik sebelah mana ya,kok setelah data sy diverifikasi gak kelihatan jg."
andes sastralaksana,5,2020-12-31 06:07:14,Semoga ditambahkan fitur-fitur dan dikembangkan untuk pilihan pembayaran.. Keseluruhan Sudah bagus aplikasinya. Sangat bermanfaat untuk mengatur finansial.. Terima Kasih
tara laksana,5,2020-12-31 03:45:30,"Aplikasi sudah bagus ,saya nyaman pakai bareksa tp alangkah ditingkatkan lg fiturnya. Hadirkan fitur robo seperti apk sebelah, perbanyak pilihan fitur transaksi bank, buat tampilan lebih menarik lg 😃🌹"
Nirwin Gernadi,1,2020-12-28 22:55:01,pihak bareksa susah sekali di hubungi pencairan saya tak kunjung masuk sudah 2minggu proses tidak masuk masuk tp status di aplikasi sudah selesai. tolong tanggapannya sudah di email jawabannya selalu sama.
Woody,3,2020-12-28 05:53:23,"Proses sangat lama, dan bila libur tidak ada pemberitahuan. Semoga kedepannya lebih baik."
Abu Arsya,3,2020-12-25 14:32:09,"Kalau bisa tambah metode pembayaran lain selain ovo dan transfer manual. Karena bagi saya pribadi yang hanya pencari recehan, biaya transfer antar banknya cukup memberatkan. Overall, secara layanan cukup responsif..."
미코Mico,4,2020-12-23 22:46:18,"Pengen investasi, tapi Saya adanya BRI, jadi metode pembelianya ditambah lagi donk, jangan cuma satu bank aj.. adakan juga lewat virtual acount juga.. kayak aplikasi sebelah.."
anjas sqi,1,2020-12-21 18:19:56,"Di banding bibit bagusan bibit. Bisa liat bank penampungnya, bisa tau persentase tiap harinya.. ini bener2 cuma grafik tanpa angka.."
fuad tamami,5,2020-12-17 13:43:40,"bagus simple itung2 buat nabung...cuma saran buat cara pembayaran diperbanyak lewat dana,link aja,transfer virtual account dll"
Adi Setiawan,5,2020-12-17 12:07:06,"Transaksi reksadana untuk pertama kali dengan aplikasi bareksa, semua lancar sampai saat ini. Terimakasih"
Monica Kallem,5,2020-12-17 05:21:20,Keren mudah di pahami.. untuk sy...dr pada Aplikasi lainnya.. pengambilan uangnya juga mudah ..semoga menabungnya mudah tarik uang juga mudah yaa
Andi Widianto,5,2020-12-17 01:53:27,Habis last update aplikasi sering tidak bisa dibuka.. hanya white screen yg tampak.. harus diulang berkali-kali untuk masuk.. tolong untuk di perbaiki..
Samsul Bahri,4,2020-12-16 06:59:33,"Seneng deh bisa investasi disini,cuma sedikit saran kalau bisa dikasi fitur buat ahli waris, supaya sewaktu-waktu kalau kita meninggal ada notifikasi masuk ke email atau kenomor ahli waris yang sudah di tunjuk. Soalnya aplikasi sebelah ada loh.. nanti kalau udah ada, ku tambah bintangnya jadi 5."
Azis Khan Ardhian,4,2020-12-15 16:53:25,Lebih murah dari sebelah. Ke depan baiknya penjualan bisa dikirim via OVO juga jadi tidak kena biaya admin. Atau ada semacam deposit via OVO seperti pada aplikasi Tokopedia atau GRAB.
K Fajar,5,2020-12-15 11:46:08,Tahun 2021 semoga ada penyegaran dan tambahan fitur² baru yang udah disarankan oleh sobat Bareksa 😁 Pengalaman beli SBN dan RD sudah baik dan tanpa kendala. Tingkatkan terus kestabilan apps dan hilangkan bug mengganggu. Semangat!
rahmat nur,5,2020-12-15 10:45:42,"aplikasi sudah sangat bagus, tapi mohon ditambahkan fitur switching produk reksa yg manajer investasi sama.."
SRIYANTO,1,2020-12-15 06:00:46,"Kenapa tidak ada menu untuk penjualan sekunder SBN, khususnya untuk Sukuk Ritel di aplikasi ini.Saya sudah cek tidak ada menu untuk melakukan penjualan. Sebaiknya di update agar ada menu untuk penjualan SBN, seperti di aplikasi sebelah sudah tersedia menu untuk penjualan SBN. tidak ribet.."
Faizal (FZL),5,2020-12-15 01:26:11,"Pengalaman belajar berinvestasi yang menyenangkan dengan aplikasi bareksa, karena sangat user friendly.."
Christina Wadia Srikandi,5,2020-12-11 04:45:25,"Beli reksadana dan obligasi lewat bareksa mudah caranya, aplikasi simple, hasil invests mudah dipantau, pokoknya Mantap !!"
Ramdhan Putrasetya,5,2020-12-10 01:44:46,Platform investasi yg paling enak untuk dimengerti bagi orang awam kayak saya. Sudah menggunakan bareksa selama 6 bulan dan Alhamdulillah tidak pernah ada kendala. Bareksa N❄️
aditya permana,4,2020-12-09 03:31:49,"Mantab detail simple , untuk tampilan detail reksadana semoga bisa di bikin landscape yg di web"
David Murdianto,5,2020-12-07 04:06:31,hingga saat ini saya cukup puas dgn aplikasi bareksa. namun masih berharap bs trs ditingkatkan fitur lainnya yg kira2 blm ada di apps pesaing seperti bibi* dll
Margareta Putri,5,2020-12-04 09:20:22,Thanks sudah menjadi aplikasi yang mantab untuk transaksi reksadana dimanapun kapanpun. Love it
Ujang hendra Lesmana,5,2020-12-04 05:12:23,"Sejauh ini bagus, hanya tolong di tambah cara pembayaran nya. Misal pke link aja Sama ada live chat"
Azrai Pulungan,1,2020-12-04 01:50:04,Maaf nih. Ini saya udah menjual semua aset saya di bareksa. Dari bareksa dikatakan bahwa aset saya berhasil di jual tapi kenapa uang hasil penjualannya gk ada di akun rekening saya. Udah lewat dari seminggu tapi dana nya belum cair juga. Gimana nih bareksa?
Dwi Cahyono,5,2020-12-03 15:59:57,"Tolong dong , pembayaran ordernya di perbanyak lagi jangan cuma via transfer dan Ovo aja Misal beda bank sama produknya kan kena biaya transfer nya juga lumayan gede banget Terus kalo dapet keuntungan sama aja buat ganti biaya transfernya aja juga masih kurang Saran aja sih Kalo secara mendasar app nya udah top banget"
Laurentius Kelana,4,2020-12-03 04:20:16,"Aplikasi bagus yang mudah penggunaanya, awalnya sulit tapi setelah uninstall dan install ulang bisa digunakan"
Alfina Trisia,2,2020-12-03 00:23:53,"Udah download tp ga bisa buat akun, udah berkali kali di coba tetap ga ada perubahan, udah semingguan download jadi belum bisa inves. Kecewa 👎"
eka denny,5,2020-12-02 12:08:17,Untuk fitur tup op tambah lagi agar lebih mudah Untuk pihak bareksa semoga amanah selalu menyediakan MI yg aman Sukses selalu Kelolaaset
harriandy hendrawan wahid,3,2020-12-02 07:43:21,Produk portofolionya banyak yg kurang menarik dan kurang populer utk investasi dibanding aplikasi bibit juga waktu proses menginvest dan penarikan juga lebih lama ditambah lagi pembayaran atau top up TDK bisa pakai gopay.
Heri Purnomo Aji,3,2020-11-30 18:02:37,"Saya udah beli Reksadananya dari dua hari lalu tapi masih dalam proses trus di portofolio saya, padahal maksimalnya 2 hari kerja, kok belum masuk juga. gimana ni, mohon penjelasannya 🙏"
