content,score,Label
"Lebih fleksibel untuk beli dan jual, waktu proses nya terlalu lama, saya merasa di bingungkan dengan harga jual dan beli nya. Kalau bisa 1 hari kerja sudah bisa selesai proses nya agar lebih fleksibel",4,Positif
"Tolong kasih pilihan untuk pencairan dana dikasih pilihan, mau dimasukkan dalam rekening penampungan investor yg dibuat oleh Bareksa atau rekening pribadi. Jadi jika mau beli instrument lain lagi tdk perlu transfer dr rekening pribadi biar verifikasinya cepat.",5,Positif
"Halo. Permisi kak, sebelumnya saya suka dengan aplikasi ini dibanding aplikasi yg sejenis. App cukup userfriendly, hanya saja fitur pembayaran kurang variatif. barangkali bisa menambah fitur pembayarannya misal menggunakan linkaja dll ya kak. Terimakasih",4,Positif
Setelah di update jadi ngaco gini min bug nya jadi susah pilih invest sahamnya . . . Tolong di perbaiki lagi min bugnya . . .,1,Negatif
"sedikit masukan, mengenai sensitifitas pada aplikasi ini terlalu tinggi. Gak sengaja kegeser ke kanan atau ke kiri sedikit langsung pindah ke tampilan lainnya. Pada hal mau liat menu tampilan yg ada di pasar reksadana, contoh pasar saham, kalau tidak berhati-hati langsung ke menu pasar lainnya. Pada hal masih ingin liat harga reksadana di pasar saham yg ada di bagian bawah, malah beralih ke menu pasar lainnya. Mohon untuk dikurangi sedikit sensitifitasnya agar tidak terlalu mudah berpindah menu.",4,Positif
"Mantap, aplikasi investasi yg sangat mudah tapi saran saya tambahkan fitur robo, dan fitur saldo tidak terlihat terima kasih bareksa sudah membuat saya rajin berinvestasi untuk masa depan.",5,Positif
Kenapa pas mau registrasi bikin baru selalu error ya waktu mau masukin nama bank sama no rekeningnya? Udah dicoba berkali-kali mohon solusinya trims,1,Negatif
Harga skrg updatenya telat sehari ya mesti.. trus klo mau beli ikut harga yg mana.. lha yg di lihat hrga hari sebelumnya.. apakah bisa update realtime sesuai harinya ya.,4,Positif
"Aplikasi nya sebenarnya bagus,Tapi baiknya lebih ditingkatkan lagi Min,sy beli reksa dana lama prosesnya.. Terus waktu Registrasinya lumayan lama juga dan untuk pembayaran pake dompet digitalnya tambah lagi ,Gopay,Dana,shopeePay,Linkaja,Doku Belum Tersedia,Terus lebih Mantap lagi kalau Gak ada Biaya Admin nya😁 Soalnya diAplikasi sebelah pembayaran pake Virtual Account dan Dompet Digital gak ada Biaya admin / Gratis 🙏😁",5,Positif
"Proses pembelian reksa dana memakan waktu 2 hari, itu sangat lama sekali dibandingkan aplikasi lainnya. Bareksa kurang gesit Masalah ini.",2,Negatif
Produk investasi banyak pilihan. Cukup menarik. Tapi proses beli jual harusnya dipercepat. Jng berhari2. Jadi harga unit yg dibeli atau dijual sdh pasti. Tidak tunggu lama. Harga unit bisa berubah lagi. Bisa merugikan investor. Harap ditingkatkan kinerjanya. Terima kasih.,3,
"Pegawai/Csnya Low respon,sistem verifkasi nya membutuhkan waktu yg sangat lama!!! Pembacaan sistemnya buruk sekali",1,Negatif
"Ini kenapa sya udh login di aplikasi tiba"" keluar sendri dan gak bisa masuk lagi padahal sudah masukin email dan pasword yg benar",2,Negatif
"Setelah update otomatis versi terbaru tgl 22 juni, tidak bs masuk/login. Sudah dicoba beberapa kali login bahkan instal ulang tdk bisa. Padahal selama ini lancar2 saja dan cukup memuaskan. Mohon apps diperbaiki.",5,Positif
"Aplikasi nya bagus cuma yg kurang tidak ada pembayaran melalui dompet digital seperti Dana,linkaja,gopay kalo di tambahkan pasti akan lebih menggoda investor pemula",3,
"Sebenarnya si bagusss , tapi ada biaya penarikan kalau beda bankk Terus topup pun ada biayanya Mending pindah ke Tokopedia aja yg gak ada biaya penarikan",2,Negatif
"Meskipun tidak ada fitur switch produk, penggunaan bareksa lebih simple dan mudah untuk para pemula yang mau berinvestasi",5,Positif
Sulit daftar nya 4x pas stuck di pendaftaran rekening bank. Ga bs proses. Auto unistal,1,Negatif
"Bagus tapi transaksi lama mesti tunggu & aplikasi mesti update terus, kita tdk dikasih tau keuntungan yg mungkin kita dptkan",4,Positif
Pegen punya investasi tp tdk berhsl daftar katanya data tdk sesuai dan sampe skrg perbaikan data belum terverifikasi.Aku ksh bintang 2 dulu nnt sdh berhsl aku rubah lg.,2,Negatif
"Edit : PIN sudah bisa digunakan, tinggal Fingerprint yang belum Edit 2 : semua sudah perfect! Thanks Bareksa!!!",5,Positif
"Seneng berinvestasi di Bareksa, selain imbalannya besar, tersedia produk reksadana yang portofolio nya sangat bagus. Tersedia jangka pendek dan jangka panjang.",5,Positif
"mantaap, fitur dan navigasinya lengkap, barusan juga cek di app ovo, udh ada fitur investasi di bareksa, makin mudah dan terintegrasi",5,Positif
"Saya sangat tertarik buat berinvestasi. Sebagai pemula, tentunya bakalan bingung untuk mulainya darimana. bersyukur banget bisa ketemu sama Bareksa ini. Semua sosial medianya aktif, fast respon dan semua informasi bisa kita dapatkan disana. Thx ya, walaupun masih main yang kecil², semoga bisa naik tingkat dengan beli inves yg lebih besar, biar cuan 😀",5,Positif
"Saya update aplikasinya tapi ga bsa cek bagian SBN, ketika di klik malah harus registrasi ulang, apa sedang terjadi kendala?",3,
"Kok jadi gak bisa masuk halaman SBN, pilihannya cuma mulai investasi dan pelajari dulu.. masa iya harus registrasi lagi.. gimana nih",1,Negatif
"Tampilannya udah user friendly sih, tp saran sih lebih di sempurna biar kita semangat nabung reksadannya",5,Positif
"Dilihat dari aplikasinya, Bareksa ini, milenial sekali dengan banyak pilihan, sehingga memudahkan calon investor, untuk memilih rencana investasi yang diinginkan. Tampilannya juga bagus dan tak membingungkan. Kalau kalian sudah punya dana dingin, mesti segera investasi di Bareksa, ya.",5,Positif
Adain keranjang belanjanya dong. Biar bisa beli lebih dari 1 dengan sekali bayar. Thanks,4,Positif
Aplikasi yang menarik dan bagus bisa berinvestasi nambah cuan juga disini. Mudah digunakan aplikasinya dan cocok untuk para pemula.,5,Positif
"Aplikasi nya simpel dan mempermudah dalam menentukan Reksadana yang diinginkan. Ada fitur comparenya juga, jadi ada gambaran kalau bingung menentukan MI.",5,Positif
"Setelah diupdate aplikasi nya saya jd tdk bsa log in ,tipe hp vivo y71,pdhl sblmnya lncar, sdh diinstal ulang ttap tdk bsa log in, mhon bntuan nya,trm ksih",5,Positif
"Lumayan mudah untuk beli reksa dana Hanya saja saat saya mencoba invest 25 jt , blm ada virtual account , jadi agak ribet kalau harus foto bukti transfer manual , smoga bareksa bisa buat virtual account untuk pembayaran via atm.. suapaya lebih simpel dan aman Sekarang sudah ada virtual thanks bareksa.. nice development 🎊🎊🎊🎊🎊🎊🎊🎊🔥🔥🔥💥💥💥💥💥",5,Positif
"Sy pengguna bareksa buat reksadana, SUN dan ORI..Selama ini belum pernah mengecewakan...pencairan cepat sesuai komitmen...",5,Positif
"Bareksa, buat ahli waris donk.. kyk aplikasi sebelah.. biar aman dan nyaman.. thanks bareksa..",5,Positif
"Investasi reksadana jadi sangat mudah, aplikasi yg bagus.. cuma klw bisa ditambah lagi cara bayarnya jd bisa pakai gopay, linkaja, dana, shopee pay, supaya lbh flexible lagi cara bayarnya.. skrg udh bisa bayar paka VA tp koq kena biaya ya? Klw di B*b*t bayar pakai VA gratis nggak kena biaya loh..",5,Positif
"tidak bisa registrasi akun baru, stuck di mengisi password di klik lanjut ada pop up koneksi server terputus. tolong segera diperbaiki",3,
"Tolong sistem pembayarannya ditambah lagi, kalo ga hapus aja deskripsi di aplikasi yg ""investasi semudah belanja online"" Ditambah yg universal dong kayak shopepay/gopay, masa harus tranfer manual juga upload bukti transfer segala",3,
"Aplikasinya sudah cukup bagus, memadai untuk pemula. Semoga kedepannya makin bagus. Dan saya mau bertanya. .untuk nomor handphone yg terdaftar apakah bisa diganti? Terima kasih",4,Positif
"Pelayanan CS BAREKSA sangat sempurna. Walaupun ada masalah saat menggunakan apps BAREKSA, CS BAREKSA dapat memberikan solusi serta tim IT yg sangat responsif. Sukses terus untuk BAREKSA. Kaum milenial yang mau investasi Reksadana, ga ribet (semua digital), pelayanan CS sempurna ya di BAREKSA. Ga perlu ragu...",5,Positif
"Kok saya mau daftar susah amat susah 3 hari, masa harus pilih referensi tentang barekasa maksudnya apa iya? sudah saya cek semuanya tapi ttp aja muncul itu itu terus Jadi saya kadih bintang satu dulu iya. Mohon keterangannya atau jawabannya",1,Negatif
"Penarikan dana kena cas 3.500/transaksi.. Blm d tambah pencairan 6 hari.. Ini sih lama bgt, biasanya cair dlm beberapa menit doang klo d plikasi lain.. Proses tarik dana dan uninstal deh..",1,Negatif
Kurang transparan dengan cashback. Dana udah di-hold sampai tanggal sesuai persyaratan tapi tidak ada update penerima cashback.,2,Negatif
"Transfer virtual account sekarang ada biaya pembayaran, waaw . Update grafik dulu gak ada perharinya, sekarang ada tapi ngikutin kaya bibit, CS supportnya kaya ngobrol sama Robot, bareksa lebih lama bukannya yg ngasih inovasi malah ketinggalan sama bibit . Tarik dana semua lari ke bibit lah",1,Negatif
"Sudah 5 kali lebih saya daftar akun dan masih tetap permasalahan nya pas masukin nama bank , mungkin versinya harus di update, eh ternyata setelah di update , tetep sama susah masukin nama bank , tolong dong di bantu",1,Negatif
Halo min mohon kalo bisa tambahkan metode pembayarannya supaya bisa bayar menggunakan aplikasi DANA karena saya tidak punya VA dan supaya lebih gampang juga dalam transaksi kalo menggunakan DANA/Link Aja.,3,
"Goodddddd banget! Admin fastrespon di fb, trus pembayaran juga mudah. Thanks. Lebih baik lagi yaa bareksa ❤",5,Positif
Tepat 1 tahun menggunakan apk ini. Bagus utk pemula menjadi level middle dan seterusnya. Layanan CS via wa fast resoon dan ramah serta solutif.,5,Positif
"Suka bgt penampilan terbarunya, di menu portofolio deskripsi fund nya detail bgt, ada simulasinya lg, terus tingkatkan.. Untuk pembelian mohon ditingkatkan lg untuk kecepatan transaksinya,",4,Positif
bagus utk pemula. bahasanya sederhana & mudah dipahami. terima kasih bareksa,5,Positif
Mau daftar saja dipersulit. Padahal data diri benar. Tapi tidak diterima. Gak kyk apps sebelah mudah daftarnya.,1,Negatif
"Di portofolio, link reksadana kok jadi tidak berfungsi, kemunduran namanya. Tlg aktifkan link seperti sedia kala untuk melihat info detail setiap portofolio. Update sdh berfungsi, thanks.",4,Positif
"Aplikasinya lumayan bagus, tapi kalau bisa manajemen pasar uang nya ditambah.",4,Positif
"Layanan cs nya kurang memuaskan, lama respon dan sekali respon jawabanya berulang2,, kurang ramah cs nya.. terlalu tegas dan seperti orang yang sombong gitu jawabnya.. menurut saya sepertinya ini tidak cocok buat yang awam atau yang berpendidikan rendah,, 😥😥",1,Negatif
"Saya melakukan pembelian produk menggunakan ovo, pas saya bayar pas waktunya habis ( hanya diberi waktu 55 detik). Sekarang status di bareksa pembayaran belum berhasil tapi saldo ovo saya sudah berkurang.",2,Negatif
"Aplikasi Reksadana yg bagus dan top u/ pemula seperti saya. Kapan nih Bareksa tambahin fitur switching Reksadana kayak apk sebelah, pasti lebih keren lagi...👍☺️",5,Positif
"Masih belum bagus aplikasinya. Tolong ditingkatkan lagi agar aplikasi lebih mudah digunakan dan lebih efisien. Semoga aplikasi ini bisa sekelas dengan aplikasi shopee, grab, atau pun gojek yang dapat menerima dan mengembalikan dana lebih cepat. Apalagi saat pembelian ditolak, seharusnya dana kembali ke rekening secara otomati. TIDAK PERLU PENGAJUAN DAN MEMAKAN WAKTU LAMA (7 HARI KERJA) SANGAT MENRUGIKAN.",1,Negatif
Informasi dan Transaksi yang mudah dipahami. Terimakasih Bareksa. Tingkatkan kualitas keamanan dan informasinya,5,Positif
"Kenapa sekarang tidak bisa lihat grafik reksadana di portofolio ya? Jadi kalau mau lihat grafiknya harus cari dulu di pencarian reksadananya, tidak bisa langsung dari portofolio. Padahal dulu bisa. Apakah sekarang ada perubahan fitur sehingga di portofolio tidak bisa melihat grafik perkembangan reksadananya?",3,
"Dear admin Tolong donk, di menu portofolio, pas klik nama reksadana bisa lari ke detil reksadananya Biar gampang mantau pergerakan, seperti versi sebelumnya Tks",5,Positif
"Untuk semuanya sudah baik, tapi jika di tambah lagi dengan fitur atur jual otomatis di akun bareksa, pasti investor akan lebih tenang dan tidak perlu kawatir lagi dalam berinvestasi.",3,
"Aplikasi mohon diperbaiki, mau daftar kok muncul nomornya nomor HP lama dan gk bisa diubah.",2,Negatif
"Saya sudah daftar berkali kali tapi kok gak ada respon ya ? Udah ditunggu beberapa hari akunnya nggak aktif. Just info, saya sudah terdaftar di bukareksa Bukalapak..",5,Positif
"Kenapa aplikasi ""koneksi terputus terus"" ? Gak bisa ngapa2in..??? + sementara ini sdh lancar",4,Positif
"Ini kenapa,aku beli Reksadana kok tulisan nya masih di proses mulu,udah seminggu lebih,kecewa",1,Negatif
"Tampilannya udh mulai bagus, saran fiturnya dikembangkan lagi dan tampilanna lebih diperbagus lagi 😁😁😁 terima kasih",5,Positif
"Mhn info untuk membeli emas di bareksa di klik sebelah mana ya,kok setelah data sy diverifikasi gak kelihatan jg.",4,Positif
Semoga ditambahkan fitur-fitur dan dikembangkan untuk pilihan pembayaran.. Keseluruhan Sudah bagus aplikasinya. Sangat bermanfaat untuk mengatur finansial.. Terima Kasih,5,Positif
"Aplikasi sudah bagus ,saya nyaman pakai bareksa tp alangkah ditingkatkan lg fiturnya. Hadirkan fitur robo seperti apk sebelah, perbanyak pilihan fitur transaksi bank, buat tampilan lebih menarik lg 😃🌹",5,Positif
pihak bareksa susah sekali di hubungi pencairan saya tak kunjung masuk sudah 2minggu proses tidak masuk masuk tp status di aplikasi sudah selesai. tolong tanggapannya sudah di email jawabannya selalu sama.,1,Negatif
"Proses sangat lama, dan bila libur tidak ada pemberitahuan. Semoga kedepannya lebih baik.",3,
"Kalau bisa tambah metode pembayaran lain selain ovo dan transfer manual. Karena bagi saya pribadi yang hanya pencari recehan, biaya transfer antar banknya cukup memberatkan. Overall, secara layanan cukup responsif...",3,
"Pengen investasi, tapi Saya adanya BRI, jadi metode pembelianya ditambah lagi donk, jangan cuma satu bank aj.. adakan juga lewat virtual acount juga.. kayak aplikasi sebelah..",4,Positif
"Di banding bibit bagusan bibit. Bisa liat bank penampungnya, bisa tau persentase tiap harinya.. ini bener2 cuma grafik tanpa angka..",1,Negatif
"bagus simple itung2 buat nabung...cuma saran buat cara pembayaran diperbanyak lewat dana,link aja,transfer virtual account dll",5,Positif
"Transaksi reksadana untuk pertama kali dengan aplikasi bareksa, semua lancar sampai saat ini. Terimakasih",5,Positif
Keren mudah di pahami.. untuk sy...dr pada Aplikasi lainnya.. pengambilan uangnya juga mudah ..semoga menabungnya mudah tarik uang juga mudah yaa,5,Positif
Habis last update aplikasi sering tidak bisa dibuka.. hanya white screen yg tampak.. harus diulang berkali-kali untuk masuk.. tolong untuk di perbaiki..,5,Positif
"Seneng deh bisa investasi disini,cuma sedikit saran kalau bisa dikasi fitur buat ahli waris, supaya sewaktu-waktu kalau kita meninggal ada notifikasi masuk ke email atau kenomor ahli waris yang sudah di tunjuk. Soalnya aplikasi sebelah ada loh.. nanti kalau udah ada, ku tambah bintangnya jadi 5.",4,Positif
Lebih murah dari sebelah. Ke depan baiknya penjualan bisa dikirim via OVO juga jadi tidak kena biaya admin. Atau ada semacam deposit via OVO seperti pada aplikasi Tokopedia atau GRAB.,4,Positif
Tahun 2021 semoga ada penyegaran dan tambahan fitur² baru yang udah disarankan oleh sobat Bareksa 😁 Pengalaman beli SBN dan RD sudah baik dan tanpa kendala. Tingkatkan terus kestabilan apps dan hilangkan bug mengganggu. Semangat!,5,Positif
"aplikasi sudah sangat bagus, tapi mohon ditambahkan fitur switching produk reksa yg manajer investasi sama..",5,Positif
"Kenapa tidak ada menu untuk penjualan sekunder SBN, khususnya untuk Sukuk Ritel di aplikasi ini.Saya sudah cek tidak ada menu untuk melakukan penjualan. Sebaiknya di update agar ada menu untuk penjualan SBN, seperti di aplikasi sebelah sudah tersedia menu untuk penjualan SBN. tidak ribet..",1,Negatif
"Pengalaman belajar berinvestasi yang menyenangkan dengan aplikasi bareksa, karena sangat user friendly..",5,Positif
"Beli reksadana dan obligasi lewat bareksa mudah caranya, aplikasi simple, hasil invests mudah dipantau, pokoknya Mantap !!",5,Positif
Platform investasi yg paling enak untuk dimengerti bagi orang awam kayak saya. Sudah menggunakan bareksa selama 6 bulan dan Alhamdulillah tidak pernah ada kendala. Bareksa N❄️,5,Positif
"Mantab detail simple , untuk tampilan detail reksadana semoga bisa di bikin landscape yg di web",4,Positif
hingga saat ini saya cukup puas dgn aplikasi bareksa. namun masih berharap bs trs ditingkatkan fitur lainnya yg kira2 blm ada di apps pesaing seperti bibi* dll,5,Positif
Thanks sudah menjadi aplikasi yang mantab untuk transaksi reksadana dimanapun kapanpun. Love it,5,Positif
"Sejauh ini bagus, hanya tolong di tambah cara pembayaran nya. Misal pke link aja Sama ada live chat",5,Positif
Maaf nih. Ini saya udah menjual semua aset saya di bareksa. Dari bareksa dikatakan bahwa aset saya berhasil di jual tapi kenapa uang hasil penjualannya gk ada di akun rekening saya. Udah lewat dari seminggu tapi dana nya belum cair juga. Gimana nih bareksa?,1,Negatif
"Tolong dong , pembayaran ordernya di perbanyak lagi jangan cuma via transfer dan Ovo aja Misal beda bank sama produknya kan kena biaya transfer nya juga lumayan gede banget Terus kalo dapet keuntungan sama aja buat ganti biaya transfernya aja juga masih kurang Saran aja sih Kalo secara mendasar app nya udah top banget",5,Positif
"Aplikasi bagus yang mudah penggunaanya, awalnya sulit tapi setelah uninstall dan install ulang bisa digunakan",4,Positif
"Udah download tp ga bisa buat akun, udah berkali kali di coba tetap ga ada perubahan, udah semingguan download jadi belum bisa inves. Kecewa 👎",2,Negatif
Untuk fitur tup op tambah lagi agar lebih mudah Untuk pihak bareksa semoga amanah selalu menyediakan MI yg aman Sukses selalu Kelolaaset,5,Positif
Produk portofolionya banyak yg kurang menarik dan kurang populer utk investasi dibanding aplikasi bibit juga waktu proses menginvest dan penarikan juga lebih lama ditambah lagi pembayaran atau top up TDK bisa pakai gopay.,3,
"Saya udah beli Reksadananya dari dua hari lalu tapi masih dalam proses trus di portofolio saya, padahal maksimalnya 2 hari kerja, kok belum masuk juga. gimana ni, mohon penjelasannya 🙏",3,
"Alhamdullilah Aplikasi yang sangat membantu dalam investasi. History keuntungannya juga lengkap 1bln, 1 thn, 3thn dan 5 thn,",5,Positif
"Saya sudah trf untuk percobaan 100rb di BNI Tapi mana sudah mau hari ke empat masih dalam peroses terus, padahal dibca peraturan nya 2hari kerja, eh mana sampe sekarang belum di proses terus, bagaimana sih ini aplikasi bareksa betul atau tidak yang ini yang asli nya, tolong dong di perbaiki biar konsumen puas",1,Negatif
"Setelah 6 bulanan pakai bareksa, belum merasakan kendala yang berarti. Aplikasi ini menurutku bagus. Penggunaannya mudah, pembelian dan penjualan mudah, waktu yg dibutuhkan sesuai yang dijanjikan. Pernah email ke CS juga fast respond. Makin semangat berinvestasi. Terimakasih Bareksa",5,Positif
Platform Investasi yang handal..cuma sekedar saran untuk metode pembayaran agar bisa mnggunakan virtual account semua bank besar di Indonesia agar tidak ada biaya tambahan ketika membeli,5,Positif
Kalau bisa tolong tingkatkan lagi transaksi jual belinya lebih cepat cair dan cepat selesai. Itu yang di harapkan nasabah. Lebih cepat lebih baik. ᵗʰᵃᶰᵏᵧₒᵤ,5,Positif
"Siang min, saya sudah transaksi tapi kertas resinya gak muncul, uang saya sudah masuk tapi saya ditolak transaksi sama bareksa? Solusinya admin",5,Positif
"menabung investasi diBareksa,berkat dukungan aplikasi yg kuat,lengkap dan mudah difahami tampilan dan bahasa fiturnya,,,, Bareksa jaya,,,,, Recomended,,,",5,Positif
Aplikasi jelek. Mending klian pakai bibit. Daripada dsni. Verifikasi data lama banget hampir seminggu. Di bibit lebih cepat dan baik,1,Negatif
Aplikasi bagus dan cocok buat yang ingin berinvestasi reksadana dan SBN. Namun sayangnya tidak ada prospektus dan fact sheet serta perkembangan manajer investasi dan juga informasi reksadana. Terkadang ketika Saya membuka informasi reksadana tidak muncul dan sering error. Saya sarankan tambahkan informasi reksadana secara lengkap dan jelas investasinya agar investor dan manajer investasi dapat terjalin dan saling menguntungkan satu sama lain.,5,Positif
"Verifikasi bareksa nya lama. Ga secepat di Bibit, gimana kinerja nya bareksa kok lemot udah berapa hari belum keverifikasi. Fisrt impression udh bikin males sih pake Bareksa ini.",1,Negatif
"aplikasi sangat membantu, mudah, memang awalnya UI UX di bareksa kurang nyaman tapi sekarang setelah ada bareksa level up UI UX nya sudah bagus.. semoga diperbanyak produk reksadana nya",5,Positif
Ini kenapa ya aplikasinya saya baru mau daftar nomer sudah benar email juga sudah benar token selalu expired padahal ga sampe semenit saya langsung masukan nmr tokennya,1,Negatif
"Bagus, transaksi selama ini aman, cuma mungkin bisa diperbanyak rekening bank transfer nya tidak hanya dari bca saja",4,Positif
Fitur beli emas sampai skrg tdk bisa digunakan padahal sudah berbulan-bulan.Tdk ada kejelasan bsa digunakan kpn.Mohon diperbaiki.,3,
"Aplikasi investasi terpercaya, user friendly, bener2 gratis gak ada biaya bulanan dan gak ada biaya fee transaksi, beli reksadana jadi gampang",5,Positif
"Aplikasinya bagus dan mudah dimengerti. Izin bertanya, kenapa pilihan investasi emas di saya sudah tidak ada ya? Apakah itu berpengaruh karena saya memilih produk yg resiko rendah? Terimakasih",5,Positif
"Aplikasi bagus dan cocok buat pemula yang baru belajar investasi , dan selalu update dengan program2 terbaru , lancar dan sukses selalu",5,Positif
Sudah menggunakan aplikasi ini kurang lebih 2 tahun dan sangat mengapresiasi aplikasi ini terutama setelah adanya update fitur. Adanya kerjasama dengan platform ovo dan penurunan minimum investasi menjadi 10 ribu jujur sangat membantu sekali untuk saya sebagai mahasiswa. Mungkin kendalanya lebih kepada akun yg sering logout sendiri walau saya menggunakan samsung pass yg akan login otomatis dengan sidik jari namun masih sedikit mengganggu.,5,Positif
"Kenapa invest emasnya udah gak ada lagi ya,pdhal mau ganti ke bareksa semua tapi malah udah ga ada, pdhal kalau orang yang kayak aku tipe yang g mau apk banyak2 jadi kalau misal ada apk yang bagus trus bisa mencakup banyak jenis sangat wort it tpi sayang sekali udah g bisa invest di bareksa lagi.",3,
Dari daftar akun sampe proses pembelian reksadananya cepet.. Gak sampe 1 hari dah clear smua verifikasinya.. Mantap dah..,5,Positif
Secara umum aplikasinya bagus mudah digunakan dan produknya beragam. Tpi masih ada yg perlu ditingkatkan terutama update NAV nya lambat. Nav hari ini besoknya baru terupdate. bahkan kadang sampai 2 hari.. beda jauh dengan aplikasi serupa yg langsung update NAV pada malam harinya.,4,Positif
"halo kak, awal pakai bagus . tp tiba2 gak bisa login.. bunyinya pon tidak sesuai. padahal pin sudah benar. sekalipun saya klik lupq pin, ttp gaada proses lebih lanjut. mohon bnatuannya",5,Positif
"Aplikasi bagus, investasinya bagus, tapi pencairan lama, malahan lebih cepat pencairan reksadana di tokopedia padahal sama sama bareksa.",4,Positif
"Cara berinvestasi mudah,bagi pemula dengan fitur² perhitungan ke untungan dan ke rugian.👍",4,Positif
"Aplikasi dengan reksadana lengkap👍. Tpi untuk proses pemesanan ordernya saya harap dapat dipercepat, but over all this app is recommended",5,Positif
Lama banget untuk proses pembuatan akunnya tidak seperti bibit yg cepat sekali prosesnya..,1,Negatif
"Tolong ditibgkatkan lagi keamanan aplikasi nya, karna sering tiba tiba akun keluar dengan sendirinya.",3,
"admin saya mau kasih saran supaya metode pembayarannya jangan cuma pakai OVO kalau bisa ditambah seperti LinkAja, Gopay, Dana dll. soalnya tetangga sebelah udah komplit. Ayolah min supaya bisa terus dengan tambahan fitur untuk memudahkan kita semua. Semga dpt respon baik dari admi segera. Terimakasih",5,Positif
Saya registrasi bareksa.. tinggal verifikasi email aja.. tapi saya tunggu emailnya belum masuk masuk sampai sekarang.. padahal alamat email sudah benar,2,Negatif
Tidak dapat login sudah masukan pin bilang salah terus. Mau pilih lupa pin juga tidak bisa.,4,Positif
"Bagus,? Saya baru daftar kurang lebih 1 bln yg lalu, verifikasi langsung oke,, fitur lumayan banyak,, trus sekarang udah kerjasama dengan OVO utk pembayaran,..",4,Positif
"Bareksa, sedang ada problem apa ya? Saya login, informasinya tidak dapat menyambungkan ke server. Sudah sy install ulang, tetap saja tidak bisa",3,
"Harap diupgrade aplikasinya, biar saat kita lihat grafik reksadananya ada fitur lengkap berupa tanggal² terperinci, jadi setiap kita menunjuk grafik & naik turunnya ada detail berupa tanggal & waktu yang bisa kita telisik.",4,Positif
"Semuanya udah bagus. Cuma cara pembayarannya agar dipermudah, ditambah lagi pembayaran digitalnya jangan cuma ovo aja. Thanx",5,Positif
"Pertama kalinya download aplikasi Bareksa, aplikasinya bagus, lengkap, dan ada simulasi investasi, jadi bisa kira2 buat investasi jangka panjang, terutama pasar uang",5,Positif
"Aman, cepat, lengkap, dan mudah, semua terangkum dalam satu aplikasi, sebagai pemula saya senang sekali dapat menjadi bagian dari Bareksa.",5,Positif
"Saya buka bareksa tp selalu muncul koneksi terputus, gagal memuat portofolio, saya coba dr pake data handphone wiffi tp tetep aja begitu klo dibuka, udh sy upgrade pun tetep seperti itu",3,
udah isi data lengkap s/d ttd .. tp setelah klik selesai gagal tersimpan .. coba diulang lg gitu terus .. knp ya?,1,Negatif
"Aplikasi sangat mudah digunakan,ga ribet. Produk reksadana banyak sehingga memberikan kita banyak pilihan. Semoga terus ditingkatkan dan kalo bisa pencairan dananya lebih dipercepat.",5,Positif
"Overall aplikasinya bagus banget, produk reksadananya lengkap, UX nya keren. Namun, kalo bisa untuk pencairan/penjualan reksadana nya jangan hanya dari BCA, kan sayang kena fee 3.500 kalo misalnya ga ounya rekening BCA. Saran saya bisa ditambahkan rekening nya jangan hanya BCA atau kalau bisa uang yang dicairkan langsung masuk di OVO. Terima kasih",5,Positif
Aplikasi nya udah mantap tapi seandai nya penarikannya bisa ke ovo dan lebih cepat dalam enjualan pasti lebih mantap lagi,4,Positif
"Baru daftar udh susah, registrasi gagal (Nama tidak sesuai dengan pencatatan Direktorat Jenderal Kependudukan dan Pencatatan Sipil). Padahal penulisan udah benar dan ktp tidak bermasalah.",2,Negatif
Saya barusaja update. Setelah update saya akses dengan pin dijawab pin salah. Saya klik lupa pin dijawab ada kesalahan lain. Tolong responnya nanti saya ganti bintangnya. Sudah bisa. Jadi saya ganti bintangnya,5,Positif
Aplikasinya mudah di fahami dan semua bisa di cek di aplikasi ini...dan kalau ada pembagian harus lebih sederhana lagi agar mudah di fahami oleh penggunanya,5,Positif
"Bareksa tambah menu pembayaran lewat gopay donk..lewat ovo susah,gak bisa padahal sya melakukan transaksi di bawah 20 detik tetap aj gak bisa.",5,Positif
"Aplikasi nya bagus, bagus sekali malah menurut Saya sangat user friendly. Tapi untuk proses pembayaran tolong ditingkatkan lagi proses nya karena waktu yang diperlukan cukup lama untuk saldo bisa benar-benar masuk",5,Positif
Entah kenapa beberapa hari belakangan nggak bisa masuk ke bareksa. Katanya server error.,2,Negatif
"Aplikasi finance cukup baik, Tolong tingkatkan system.. Biar lebih aman & stabil. Thx",5,Positif
"Saya tidak bisa membuka akun saya di hp. Selalu froze di bagian login, sidik jari saya tidak bisa terbaca.",2,Negatif
"Ini kenapa saya ga bisa masu aplikasi bareksa, pake finger print kok tiba tiba ga bisa kebaca, pake pin ga bisa juga, lupa pin juga ga bisa",5,Positif
In aplikasi bareks apa lagi rusak. Kenapa tidak bisa login via pin atau pun sudik jari?????????,1,Negatif
Awalnya gampang. Tapi sudah seminggu ini bareksa emas saya tidak bisa beli emas dg keterangan ditutup dan info di email pdhal tdk ada info apa2. Bisanya jual tp barusan saya buka malah aplikasi eror. Apa ada perbaikan PD aplikasi??,1,Negatif
"Kenapa mau masuk gagal terus, sidik jari tidak bisa terdeteksi, input pin salah, padahal pin sudah benar.",1,Negatif
